julday,date_time,V_ugal,vert_mm,areal_mm,WDD_tam,potential,dilation_ppb,wl_ft
2456446.3541666665,6/2/2013 20:30,1.5778979029031324,-2.6698032517121,-12.137190669130897,7.803484663869034,502.0465666775795,0.601535000325312,4429.03
2456446.3958333335,6/2/2013 21:30,4.300939137567941,-7.277189020764956,-33.0828238461726,34.86042743019817,1369.3265314977764,1.6406797681124976,4429.03
2456446.4375,6/2/2013 22:30,13.999027423378894,-23.68635440035709,-107.68051894063046,131.22349984775343,4458.136778022239,5.3415850542489975,4429.01
2456446.4791666665,6/2/2013 23:30,28.88368369223023,-48.87119280725354,-222.17329496063493,279.12184513754374,9198.85241643201,11.021746076118921,4428.99
2456446.5208333335,6/3/2013 0:30,45.35340219070315,-76.73795650666973,-348.8583696508886,442.7698373595886,14444.405329152556,17.306785607194055,4429
2456446.5625,6/3/2013 1:30,58.794529218771686,-99.48034343816168,-452.2475187507918,576.324849338016,18725.36149964625,22.43607878372564,4429.01
2456446.6041666665,6/3/2013 2:30,64.72620320477142,-109.51673582247324,-497.87395505110175,635.263715743935,20614.580781533467,24.699675790008108,4429.02
2456446.6458333335,6/3/2013 3:30,60.02283127009753,-101.55863050900501,-461.6956181295902,588.5296216636832,19116.57179286591,22.90481338592296,4429.01
2456446.6875,6/3/2013 4:30,43.88815944772016,-74.25876578554251,-337.5877224718635,428.210752270835,13977.730179907614,16.747631632393396,4429.01
2456446.7291666665,6/3/2013 5:30,18.283237876053104,-30.935238486281847,-140.63466574260048,173.79268151906362,5822.6441690147885,6.976490475188603,4429
2456446.7708333335,6/3/2013 6:30,-12.362724295917985,20.91772950869323,95.09407528420114,-130.71465900535475,-3937.997225627864,-4.718371445889794,4428.98
2456446.8125,6/3/2013 7:30,-42.1297750037119,71.28357930628053,324.06222932855195,-426.48887537425895,-13418.708116821685,-16.077830348563182,4428.96
2456446.8541666665,6/3/2013 8:30,-65.03159660224392,110.03346145099671,500.22304106446023,-654.0481456298331,-20712.86539121133,-24.817436559425264,4428.97
2456446.8958333335,6/3/2013 9:30,-76.4963544709222,129.43183176480036,588.4099585903335,-767.9653693331436,-24364.354275933754,-29.192523870451783,4428.98
2456446.9375,6/3/2013 10:30,-74.48660727825414,126.03133951480599,572.9509831843309,-747.9959270512664,-23724.2561928178,-28.425580552352134,4428.99
2456446.9791666665,6/3/2013 11:30,-59.94971794224137,101.43492275827239,461.1332304117206,-603.5530968223758,-19094.303215449767,-22.87813150857059,4429.02
2456447.0208333335,6/3/2013 12:30,-36.49484411552076,61.74927624346113,280.7183409365857,-370.49853611934304,-11624.000566946399,-13.92747402095252,4429.04
2456447.0625,6/3/2013 13:30,-9.4177142083164,15.93477244047135,72.44105769036976,-101.45216809184254,-3000.0208877540717,-3.594520736376623,4429.06
2456447.1041666665,6/3/2013 14:30,15.636160524852265,-26.456383608050032,-120.27334675716362,147.49053835731917,4979.558459257478,5.9663344245157575,4429.07
2456447.1458333335,6/3/2013 15:30,34.010990822620265,-57.546596471873485,-261.6125414075951,330.06828465755757,10831.883415396811,12.978387169010261,4429.07
2456447.1875,6/3/2013 16:30,43.0596953887388,-72.85700459774606,-331.21517693017887,419.97888844796535,13713.867014421397,16.431479940957043,4429.08
2456447.2291666665,6/3/2013 17:30,42.627808167232914,-72.12625141895808,-327.8931004223556,415.6875293289647,13576.312309224277,16.266666664981354,4429.06
2456447.2708333335,6/3/2013 18:30,34.92706538856845,-59.09659463745781,-268.65898696886853,339.17067237942433,11123.650248456177,13.327972066950727,4429.05
2456447.3125,6/3/2013 19:30,23.85813108765058,-40.36795780030478,-183.51674432620825,229.186468669392,7598.229910016531,9.103935714745147,4429.04
2456447.3541666665,6/3/2013 20:30,13.950992464916201,-23.605079250638212,-107.31103404013543,130.74621029908155,4442.837796664437,5.32325434550983,4429.03
2456447.3958333335,6/3/2013 21:30,9.16461413692331,-15.506527119674242,-70.4942119412141,83.1873401542293,2918.3915359640155,3.4967157191874745,4429.03
2456447.4375,6/3/2013 22:30,11.81784446704736,-19.99579283824413,-90.90285964052829,109.55062113366394,3763.4369499212216,4.509219819450229,4429.03
2456447.4791666665,6/3/2013 23:30,21.905196431321485,-37.06359236179595,-168.49477094972485,209.78153254502905,6976.226438869781,8.358672733002438,4429.05
2456447.5208333335,6/4/2013 0:30,36.980630382089686,-62.57122660649575,-284.4550088990339,359.5755012851757,11777.704161656033,14.11163677652726,4429.06
2456447.5625,6/4/2013 1:30,52.674413053667976,-89.12510688680621,-405.17158520881407,515.5135657281736,16776.123983593712,20.100570011307017,4429.07
2456447.6041666665,6/4/2013 2:30,63.75934728924633,-107.88081561340479,-490.43689934888283,625.6567495193236,20306.640250289172,24.330712127970262,4429.07
2456447.6458333335,6/4/2013 3:30,65.53331889934363,-110.8823755776894,-504.08228897375113,643.2834559064574,20871.644560914894,25.007680692885337,4429.06
2456447.6875,6/4/2013 4:30,55.17501948929263,-93.35613297588313,-424.40624991163895,540.360330569081,17572.559173009664,21.054831026819766,4429.05
