julday,date_time,V_mgal,vert_mm,areal_mm,WDD_tam,,,,,,O1,M2,A_O1,PHI_O1,A_M2,PHI_M2
2456379.063,3/27/2013 13:30,-0.098398836,-166.4908309,-5.53E-12,969.8449528,500.313391,,,,,,,,,,
2456379.104,3/27/2013 14:30,-0.084123848,-142.33755,-4.73E-12,828.0044445,500.389191,,,,,,,,,,
2456379.146,3/27/2013 15:30,-0.049219762,-83.27983767,-2.77E-12,481.1871337,500.366237,,,,,,,,,,
2456379.188,3/27/2013 16:30,-0.001381462,-2.337433493,-7.76E-14,5.85163822,500.249967,,,,,,,,,,
2456379.229,3/27/2013 17:30,0.048429493,81.94270142,2.72E-12,-489.0847316,500.069289,,,,,,,,,,
2456379.271,3/27/2013 18:30,0.088680926,150.0481268,4.98E-12,-889.0348744,499.869351,,,,,,,,,,
2456379.313,3/27/2013 19:30,0.110051024,186.2063331,6.18E-12,-1101.374489,499.700242,,,,,,,,,,
2456379.354,3/27/2013 20:30,0.10763763,182.1228706,6.05E-12,-1077.394294,499.604434,,,,,,,,,,
2456379.396,3/27/2013 21:30,0.08209288,138.9011521,4.61E-12,-823.5740968,499.606146,,,,,,,,,,
2456379.438,3/27/2013 22:30,0.039434063,66.7224339,2.22E-12,-399.7034799,499.705257,,,,,,,,,,
2456379.479,3/27/2013 23:30,-0.010418208,-17.62760853,-5.85E-13,95.64342286,499.877319,,,,,,,,,,
2456379.521,3/28/2013 0:30,-0.056036265,-94.81336108,-3.15E-12,548.9179247,500.079663,,,,,,,,,,
2456379.563,3/28/2013 1:30,-0.087259807,-147.6435939,-4.90E-12,859.1642676,500.262058,,,,,,,,,,
2456379.604,3/28/2013 2:30,-0.097688747,-165.2893602,-5.49E-12,962.7892975,500.379271,,,,,,,,,,
2456379.646,3/28/2013 3:30,-0.086274345,-145.9761916,-4.85E-12,849.3724225,500.402372,,,,,,,,,,
2456379.688,3/28/2013 4:30,-0.057576948,-97.42019611,-3.23E-12,564.2266029,500.325953,,,,,,,,,,
2456379.729,3/28/2013 5:30,-0.02057167,-34.8072657,-1.16E-12,196.53122,500.169465,,,,,,,,,,
2456379.771,3/28/2013 6:30,0.013740332,23.24864236,7.72E-13,-144.4029801,499.972321,,,,,,,,,,
2456379.813,3/28/2013 7:30,0.035313133,59.7498203,1.98E-12,-358.7567008,499.784017,,,,,,,,,,
2456379.854,3/28/2013 8:30,0.037824828,63.99960942,2.13E-12,-383.7136518,499.651720,,,,,,,,,,
2456379.896,3/28/2013 9:30,0.020450285,34.60188207,1.15E-12,-211.0750523,499.608454,,,,,,,,,,
2456379.938,3/28/2013 10:30,-0.011882509,-20.10520455,-6.68E-13,110.1931431,499.664835,,,,,,,,,,
2456379.979,3/28/2013 11:30,-0.049837331,-84.3247641,-2.80E-12,487.32348,499.806422,,,,,,,,,,
2456380.021,3/28/2013 12:30,-0.082231457,-139.1356246,-4.62E-12,809.2010893,499.997356,,,,,,,,,,
2456380.063,3/28/2013 13:30,-0.099081967,-167.6466878,-5.57E-12,976.6327399,500.189365,,,,,,,,,,
2456380.104,3/28/2013 14:30,-0.09428782,-159.5349921,-5.30E-12,928.9966841,500.333883,,,,,,,,,,
2456380.146,3/28/2013 15:30,-0.067237136,-113.7652342,-3.78E-12,660.2130868,500.394244,,,,,,,,,,
2456380.188,3/28/2013 16:30,-0.02295866,-38.84605221,-1.29E-12,220.249055,500.354898,,,,,,,,,,
2456380.229,3/28/2013 17:30,0.02915879,49.33667344,1.64E-12,-297.605338,500.225326,,,,,,,,,,
2456380.271,3/28/2013 18:30,0.077694801,131.459603,4.36E-12,-779.8734867,500.037693,,,,,,,,,,
2456380.313,3/28/2013 19:30,0.111959577,189.4356041,6.29E-12,-1120.338432,499.838802,,,,,,,,,,
2456380.354,3/28/2013 20:30,0.124512381,210.674949,7.00E-12,-1245.066806,499.678387,,,,,,,,,,
2456380.396,3/28/2013 21:30,0.112854183,190.949277,6.34E-12,-1129.227499,499.596651,,,,,,,,,,
2456380.438,3/28/2013 22:30,0.079928326,135.2387269,4.49E-12,-802.0664493,499.614201,,,,,,,,,,
2456380.479,3/28/2013 23:30,0.033344149,56.41830026,1.87E-12,-339.1922989,499.726872,,,,,,,,,,
2456380.521,3/29/2013 0:30,-0.016475202,-27.87604233,-9.26E-13,155.8275057,499.906761,,,,,,,,,,
2456380.563,3/29/2013 1:30,-0.058783681,-99.46198792,-3.30E-12,576.2170563,500.109195,,,,,,,,,,
2456380.604,3/29/2013 2:30,-0.085062974,-143.9265525,-4.78E-12,837.3358856,500.283902,,,,,,,,,,
2456380.646,3/29/2013 3:30,-0.091032661,-154.0272626,-5.11E-12,896.6524589,500.387577,,,,,,,,,,
2456380.688,3/29/2013 4:30,-0.077627309,-131.3454069,-4.36E-12,763.4529175,500.394706,,,,,,,,,,
2456380.729,3/29/2013 5:30,-0.050673038,-85.73877968,-2.85E-12,495.6273079,500.303928,,,,,,,,,,
2456380.771,3/29/2013 6:30,-0.019303803,-32.6620341,-1.08E-12,183.9333149,500.138354,,,,,,,,,,
2456380.813,3/29/2013 7:30,0.006513944,11.02159253,3.66E-13,-72.59944462,499.939754,,,,,,,,,,
2456380.854,3/29/2013 8:30,0.018715676,31.66692444,1.05E-12,-193.8394692,499.758073,,,,,,,,,,
2456380.896,3/29/2013 9:30,0.013388875,22.65397686,7.52E-13,-140.9107979,499.638914,,,,,,,,,,
2456380.938,3/29/2013 10:30,-0.008104985,-13.71363506,-4.55E-13,72.65855439,499.612099,,,,,,,,,,
2456380.979,3/29/2013 11:30,-0.039476914,-66.79493927,-2.22E-12,384.3793179,499.684210,,,,,,,,,,
2456381.021,3/29/2013 12:30,-0.071241867,-120.5412396,-4.00E-12,700.0052813,499.836937,,,,,,,,,,
2456381.063,3/29/2013 13:30,-0.093343248,-157.9367755,-5.24E-12,919.6111326,500.031691,,,,,,,,,,
2456381.104,3/29/2013 14:30,-0.097922265,-165.6844726,-5.50E-12,965.1096012,500.219280,,,,,,,,,,
2456381.146,3/29/2013 15:30,-0.081461796,-137.8333593,-4.58E-12,801.5535164,500.352265,,,,,,,,,,
2456381.188,3/29/2013 16:30,-0.045742263,-77.39590943,-2.57E-12,446.6336759,500.396865,,,,,,,,,,
2456381.229,3/29/2013 17:30,0.002597157,4.394390371,1.46E-13,-33.68109946,500.341449,,,,,,,,,,
2456381.271,3/29/2013 18:30,0.053715426,90.8865006,3.02E-12,-541.6073278,500.199480,,,,,,,,,,
2456381.313,3/29/2013 19:30,0.096968433,164.0705887,5.45E-12,-971.3819942,500.006162,,,,,,,,,,
2456381.354,3/29/2013 20:30,0.123425263,208.8355444,6.93E-12,-1234.264875,499.809645,,,,,,,,,,
2456381.396,3/29/2013 21:30,0.127895603,216.3993602,7.19E-12,-1278.683498,499.658976,,,,,,,,,,
2456381.438,3/29/2013 22:30,0.110018513,186.1513232,6.18E-12,-1101.051443,499.591828,,,,,,,,,,
2456381.479,3/29/2013 23:30,0.074204844,125.5545967,4.17E-12,-745.1962475,499.625060,,,,,,,,,,
2456381.521,3/30/2013 0:30,0.028492535,48.20936929,1.60E-12,-290.9852273,499.750494,,,,,,,,,,
2456381.563,3/30/2013 1:30,-0.01739036,-29.42448939,-9.77E-13,164.9207845,499.936958,,,,,,,,,,
2456381.604,3/30/2013 2:30,-0.054298258,-91.87265215,-3.05E-12,531.6485669,500.138074,,,,,,,,,,
2456381.646,3/30/2013 3:30,-0.0757566,-128.1801672,-4.26E-12,744.8649991,500.303862,,,,,,,,,,
2456381.688,3/30/2013 4:30,-0.079389235,-134.3265848,-4.46E-12,780.9599299,500.393237,,,,,,,,,,
2456381.729,3/30/2013 5:30,-0.067347661,-113.9522432,-3.78E-12,661.3113,500.384273,,,,,,,,,,
2456381.771,3/30/2013 6:30,-0.045622859,-77.19387698,-2.56E-12,445.4472372,500.279670,,,,,,,,,,
2456381.813,3/30/2013 7:30,-0.022381621,-37.86970323,-1.26E-12,214.5154309,500.106050,,,,,,,,,,
2456381.854,3/30/2013 8:30,-0.005722822,-9.683014443,-3.22E-13,48.98867369,499.907267,,,,,,,,,,
2456381.896,3/30/2013 9:30,-0.001428336,-2.416744487,-8.02E-14,6.31739323,499.733391,,,,,,,,,,
2456381.938,3/30/2013 10:30,-0.011322946,-19.15842379,-6.36E-13,104.6331587,499.628158,,,,,,,,,,
2456381.979,3/30/2013 11:30,-0.032720622,-55.36329183,-1.84E-12,317.246795,499.617996,,,,,,,,,,
2456382.021,3/30/2013 12:30,-0.059140378,-100.0655204,-3.32E-12,579.76131,499.705403,,,,,,,,,,
2456382.063,3/30/2013 13:30,-0.082105248,-138.9220794,-4.61E-12,807.9470418,499.868323,,,,,,,,,,
2456382.104,3/30/2013 14:30,-0.093513525,-158.2248848,-5.25E-12,921.303059,500.065683,,,,,,,,,,
2456382.146,3/30/2013 15:30,-0.087904276,-148.7340345,-4.94E-12,865.5678967,500.247695,,,,,,,,,,
2456382.188,3/30/2013 16:30,-0.063984986,-108.2625965,-3.59E-12,627.8987633,500.368351,,,,,,,,,,
2456382.229,3/30/2013 17:30,-0.0250252,-42.3426382,-1.41E-12,240.7828093,500.396975,,,,,,,,,,
2456382.271,3/30/2013 18:30,0.021942395,37.12653192,1.23E-12,-225.9010969,500.325928,,,,,,,,,,
2456382.313,3/30/2013 19:30,0.067846079,114.7955662,3.81E-12,-682.0136778,500.172559,,,,,,,,,,
2456382.354,3/30/2013 20:30,0.103736869,175.5227818,5.83E-12,-1038.635172,499.974878,,,,,,,,,,
2456382.396,3/30/2013 21:30,0.122831976,207.8317035,6.90E-12,-1228.369804,499.782058,,,,,,,,,,
2456382.438,3/30/2013 22:30,0.121962023,206.3597426,6.85E-12,-1219.725692,499.642141,,,,,,,,,,
2456382.479,3/30/2013 23:30,0.102126013,172.7972137,5.74E-12,-1022.629232,499.590016,,,,,,,,,,
2456382.521,3/31/2013 0:30,0.068085652,115.200923,3.83E-12,-684.3941421,499.638685,,,,,,,,,,
2456382.563,3/31/2013 1:30,0.027147343,45.9333041,1.53E-12,-277.619,499.776015,,,,,,,,,,
2456382.604,3/31/2013 2:30,-0.012556747,-21.24601567,-7.05E-13,116.8925737,499.967767,,,,,,,,,,
2456382.646,3/31/2013 3:30,-0.04389175,-74.26484016,-2.47E-12,428.2464241,500.166170,,,,,,,,,,
2456382.688,3/31/2013 4:30,-0.062248001,-105.3236184,-3.50E-12,610.63957,500.321871,,,,,,,,,,
2456382.729,3/31/2013 5:30,-0.066446273,-112.4270942,-3.73E-12,652.3548392,500.396277,,,,,,,,,,
2456382.771,3/31/2013 6:30,-0.058823387,-99.52917012,-3.30E-12,576.6115848,500.371201,,,,,,,,,,
2456382.813,3/31/2013 7:30,-0.044472618,-75.2476693,-2.50E-12,434.0181031,500.253389,,,,,,,,,,
2456382.854,3/31/2013 8:30,-0.029802839,-50.42640383,-1.67E-12,288.2548455,500.072806,,,,,,,,,,
2456382.896,3/31/2013 9:30,-0.020754994,-35.11744983,-1.17E-12,198.352781,499.875100,,,,,,,,,,
2456382.938,3/31/2013 10:30,-0.021128645,-35.74966682,-1.19E-12,202.0654849,499.710144,,,,,,,,,,
2456382.979,3/31/2013 11:30,-0.031477575,-53.26005739,-1.77E-12,304.8955189,499.619520,,,,,,,,,,
2456383.021,3/31/2013 12:30,-0.048905398,-82.74793326,-2.75E-12,478.0635169,499.626085,,,,,,,,,,
2456383.063,3/31/2013 13:30,-0.067847739,-114.7983746,-3.81E-12,666.2802196,499.728240,,,,,,,,,,
2456383.104,3/31/2013 14:30,-0.081635438,-138.1271615,-4.59E-12,803.2788743,499.900325,,,,,,,,,,
2456383.146,3/31/2013 15:30,-0.084392,-142.7912638,-4.74E-12,830.6688857,500.099051,,,,,,,,,,
2456383.188,3/31/2013 16:30,-0.072716443,-123.0362214,-4.09E-12,714.6570996,500.274358,,,,,,,,,,
2456383.229,3/31/2013 17:30,-0.046677122,-78.97769104,-2.62E-12,455.9227123,500.381970,,,,,,,,,,
2456383.271,3/31/2013 18:30,-0.009862744,-16.68776291,-5.54E-13,90.12416524,500.394509,,,,,,,,,,
2456383.313,3/31/2013 19:30,0.031479295,53.26296653,1.77E-12,-320.6625537,500.308378,,,,,,,,,,
2456383.354,3/31/2013 20:30,0.069937543,118.3343222,3.93E-12,-702.7950762,500.144690,,,,,,,,,,
2456383.396,3/31/2013 21:30,0.098641981,166.9022311,5.54E-12,-988.0108574,499.944006,,,,,,,,,,
2456383.438,3/31/2013 22:30,0.112748572,190.7705831,6.33E-12,-1128.178116,499.756199,,,,,,,,,,
2456383.479,3/31/2013 23:30,0.11037409,186.7529595,6.20E-12,-1104.584561,499.627984,,,,,,,,,,
2456383.521,4/1/2013 0:30,0.092819994,157.0514302,5.21E-12,-930.16188,499.591235,,,,,,,,,,
2456383.563,4/1/2013 1:30,0.064102296,108.4610846,3.60E-12,-644.8143388,499.655011,,,,,,,,,,
2456383.604,4/1/2013 2:30,0.029949966,50.67534318,1.68E-12,-305.4666964,499.803302,,,,,,,,,,
2456383.646,4/1/2013 3:30,-0.003476688,-5.882556249,-1.95E-13,26.67042534,499.999034,,,,,,,,,,
2456383.688,4/1/2013 4:30,-0.030868835,-52.23006937,-1.73E-12,298.8468987,500.193358,,,,,,,,,,
2456383.729,4/1/2013 5:30,-0.048798427,-82.56693898,-2.74E-12,477.0006253,500.337876,,,,,,,,,,
2456383.771,4/1/2013 6:30,-0.056299668,-95.25903861,-3.16E-12,551.5351727,500.396745,,,,,,,,,,
2456383.813,4/1/2013 7:30,-0.054892332,-92.87782627,-3.08E-12,537.5514672,500.355640,,,,,,,,,,
2456383.854,4/1/2013 8:30,-0.048038438,-81.28103765,-2.70E-12,469.4491502,500.225317,,,,,,,,,,
2456383.896,4/1/2013 9:30,-0.040138938,-67.91508391,-2.26E-12,390.9573843,500.038889,,,,,,,,,,
2456383.938,4/1/2013 10:30,-0.035292045,-59.71414049,-1.98E-12,342.7972198,499.843504,,,,,,,,,,
2456383.979,4/1/2013 11:30,-0.036120137,-61.11527183,-2.03E-12,351.0253848,499.688509,,,,,,,,,,
2456384.021,4/1/2013 12:30,-0.042988711,-72.73689966,-2.42E-12,419.2735704,499.613062,,,,,,,,,,
2456384.063,4/1/2013 13:30,-0.053860072,-91.13124167,-3.03E-12,527.2946227,499.636303,,,,,,,,,,
2456384.104,4/1/2013 14:30,-0.064851824,-109.7292857,-3.64E-12,636.5119182,499.752546,,,,,,,,,,
2456384.146,4/1/2013 15:30,-0.071354757,-120.7322493,-4.01E-12,701.1269886,499.932693,,,,,,,,,,
2456384.188,4/1/2013 16:30,-0.069383762,-117.3973254,-3.90E-12,681.5425974,500.131526,,,,,,,,,,
2456384.229,4/1/2013 17:30,-0.056760409,-96.03861174,-3.19E-12,556.1132278,500.299036,,,,,,,,,,
2456384.271,4/1/2013 18:30,-0.033786912,-57.16745442,-1.90E-12,327.8417672,500.392968,,,,,,,,,,
2456384.313,4/1/2013 19:30,-0.003242123,-5.485672339,-1.82E-13,24.33971856,500.389418,,,,,,,,,,
2456384.354,4/1/2013 20:30,0.030257809,51.19621263,1.70E-12,-308.5255101,500.288849,,,,,,,,,,
2456384.396,4/1/2013 21:30,0.061316305,103.7471876,3.44E-12,-617.1319072,500.115997,,,,,,,,,,
2456384.438,4/1/2013 22:30,0.084927312,143.6970111,4.77E-12,-851.7378513,499.913702,,,,,,,,,,
2456384.479,4/1/2013 23:30,0.097471775,164.9222433,5.48E-12,-976.383349,499.732203,,,,,,,,,,
2456384.521,4/2/2013 0:30,0.09734018,164.6995847,5.47E-12,-975.0757831,499.616576,,,,,,,,,,
2456384.563,4/2/2013 1:30,0.085101223,143.9912689,4.78E-12,-853.4658846,499.595469,,,,,,,,,,
2456384.604,4/2/2013 2:30,0.063245622,107.0115922,3.55E-12,-636.3021727,499.673939,,,,,,,,,,
2456384.646,4/2/2013 3:30,0.035607784,60.24837128,2.00E-12,-361.6844489,499.832201,,,,,,,,,,
2456384.688,4/2/2013 4:30,0.006601388,11.16954823,3.71E-13,-73.46831671,500.030593,,,,,,,,,,
2456384.729,4/2/2013 5:30,-0.019592009,-33.14967914,-1.10E-12,186.7970178,500.219510,,,,,,,,,,
2456384.771,4/2/2013 6:30,-0.03975327,-67.2625329,-2.23E-12,387.1252686,500.351829,,,,,,,,,,
2456384.813,4/2/2013 7:30,-0.052160137,-88.2549521,-2.93E-12,510.4035685,500.394701,,,,,,,,,,
2456384.854,4/2/2013 8:30,-0.056826833,-96.15100196,-3.19E-12,556.773241,500.337760,,,,,,,,,,
2456384.896,4/2/2013 9:30,-0.055380522,-93.70384371,-3.11E-12,542.4022671,500.195703,,,,,,,,,,
2456384.938,4/2/2013 10:30,-0.050566724,-85.55889696,-2.84E-12,494.5709439,500.004580,,,,,,,,,,
2456384.979,4/2/2013 11:30,-0.045467105,-76.93034206,-2.55E-12,443.8996244,499.812733,,,,,,,,,,
2456385.021,4/2/2013 12:30,-0.042612172,-72.0997952,-2.39E-12,415.5321648,499.668663,,,,,,,,,,
2456385.063,4/2/2013 13:30,-0.043235251,-73.15404411,-2.43E-12,421.7232575,499.608849,,,,,,,,,,
2456385.104,4/2/2013 14:30,-0.046901257,-79.35692628,-2.63E-12,458.1497771,499.648590,,,,,,,,,,
2456385.146,4/2/2013 15:30,-0.051641117,-87.37676941,-2.90E-12,505.2464274,499.778151,,,,,,,,,,
2456385.188,4/2/2013 16:30,-0.054560431,-92.31624881,-3.07E-12,534.2535951,499.965190,,,,,,,,,,
2456385.229,4/2/2013 17:30,-0.052732396,-89.22321394,-2.96E-12,516.0897009,500.162853,,,,,,,,,,
2456385.271,4/2/2013 18:30,-0.044095838,-74.61015803,-2.48E-12,430.2743086,500.321514,,,,,,,,,,
2456385.313,4/2/2013 19:30,-0.028093617,-47.53440013,-1.58E-12,271.2715099,500.401211,,,,,,,,,,
2456385.354,4/2/2013 20:30,-0.005891037,-9.967633831,-3.31E-13,50.66010536,500.381670,,,,,,,,,,
2456385.396,4/2/2013 21:30,0.019842933,33.57424244,1.11E-12,-205.040223,500.267405,,,,,,,,,,
2456385.438,4/2/2013 22:30,0.045486358,76.96291834,2.56E-12,-459.84088,500.086607,,,,,,,,,,
2456385.479,4/2/2013 23:30,0.067178758,113.6664593,3.77E-12,-675.3829807,499.884109,,,,,,,,,,
2456385.521,4/3/2013 0:30,0.081532248,137.952564,4.58E-12,-818.0034983,499.710179,,,,,,,,,,
2456385.563,4/3/2013 1:30,0.086215277,145.8762479,4.84E-12,-864.5354522,499.607958,,,,,,,,,,
2456385.604,4/3/2013 2:30,0.080337687,135.9313665,4.51E-12,-806.1339859,499.602672,,,,,,,,,,
2456385.646,4/3/2013 3:30,0.064605761,109.3129479,3.63E-12,-649.8169189,499.695341,,,,,,,,,,
2456385.688,4/3/2013 4:30,0.041236917,69.77286328,2.32E-12,-417.6171726,499.862535,,,,,,,,,,
2456385.729,4/3/2013 5:30,0.013635126,23.07063395,7.66E-13,-143.3576229,500.062263,,,,,,,,,,
2456385.771,4/3/2013 6:30,-0.014153936,-23.94846024,-7.95E-13,132.7627203,500.244494,,,,,,,,,,
2456385.813,4/3/2013 7:30,-0.038152184,-64.55349448,-2.14E-12,371.2163994,500.363693,,,,,,,,,,
2456385.854,4/3/2013 8:30,-0.055212431,-93.41943407,-3.10E-12,540.7320672,500.390219,,,,,,,,,,
2456385.896,4/3/2013 9:30,-0.063672022,-107.733061,-3.58E-12,624.7890585,500.317742,,,,,,,,,,
2456385.938,4/3/2013 10:30,-0.06371272,-107.8019223,-3.58E-12,625.1934473,500.164808,,,,,,,,,,
2456385.979,4/3/2013 11:30,-0.057284699,-96.92571058,-3.22E-12,561.3227291,499.970167,,,,,,,,,,
2456386.021,4/3/2013 12:30,-0.047562702,-80.47609119,-2.67E-12,464.7220899,499.783046,,,,,,,,,,
2456386.063,4/3/2013 13:30,-0.038052285,-64.3844655,-2.14E-12,370.2237742,499.650781,,,,,,,,,,
2456386.104,4/3/2013 14:30,-0.031595543,-53.45965919,-1.78E-12,306.0676835,499.606941,,,,,,,,,,
2456386.146,4/3/2013 15:30,-0.029578243,-50.0463877,-1.66E-12,286.023195,499.662881,,,,,,,,,,
2456386.188,4/3/2013 16:30,-0.031583117,-53.43863439,-1.77E-12,305.9442151,499.804887,,,,,,,,,,
2456386.229,4/3/2013 17:30,-0.035586003,-60.21151674,-2.00E-12,345.7180693,499.997586,,,,,,,,,,
2456386.271,4/3/2013 18:30,-0.038613322,-65.33374116,-2.17E-12,375.7984099,500.192798,,,,,,,,,,
2456386.313,4/3/2013 19:30,-0.037642967,-63.69190075,-2.11E-12,366.1566772,500.341603,,,,,,,,,,
2456386.354,4/3/2013 20:30,-0.030482713,-51.57674958,-1.71E-12,295.0102683,500.406592,,,,,,,,,,
2456386.396,4/3/2013 21:30,-0.016402921,-27.75374166,-9.22E-13,155.1092932,500.371255,,,,,,,,,,
2456386.438,4/3/2013 22:30,0.003602156,6.09484783,2.02E-13,-43.66706167,500.244121,,,,,,,,,,
2456386.479,4/3/2013 23:30,0.026945552,45.59187316,1.51E-12,-275.6139416,500.056647,,,,,,,,,,
2456386.521,4/4/2013 0:30,0.049914171,84.45477679,2.80E-12,-503.8369323,499.855359,,,,,,,,,,
2456386.563,4/4/2013 1:30,0.068369922,115.6819074,3.84E-12,-687.2187301,499.690219,,,,,,,,,,
2456386.604,4/4/2013 2:30,0.078563784,132.9299217,4.41E-12,-788.5079554,499.602142,,,,,,,,,,
2456386.646,4/4/2013 3:30,0.077928734,131.8554183,4.38E-12,-782.1979178,499.612765,,,,,,,,,,
2456386.688,4/4/2013 4:30,0.065708266,111.1783853,3.69E-12,-660.7717283,499.719059,,,,,,,,,,
2456386.729,4/4/2013 5:30,0.043279239,73.22847184,2.43E-12,-437.9102863,499.894104,,,,,,,,,,
2456386.771,4/4/2013 6:30,0.014056266,23.78320244,7.90E-13,-147.5421922,500.093852,,,,,,,,,,
2456386.813,4/4/2013 7:30,-0.017068161,-28.87932874,-9.59E-13,161.7193203,500.268177,,,,,,,,,,
2456386.854,4/4/2013 8:30,-0.044688699,-75.61327924,-2.51E-12,436.1651531,500.373431,,,,,,,,,,
2456386.896,4/4/2013 9:30,-0.064075452,-108.415665,-3.60E-12,628.7976607,500.383384,,,,,,,,,,
2456386.938,4/4/2013 10:30,-0.072301579,-122.3342719,-4.06E-12,710.5348907,500.295781,,,,,,,,,,
2456386.979,4/4/2013 11:30,-0.068991221,-116.7331459,-3.88E-12,677.642193,500.132900,,,,,,,,,,
2456387.021,4/4/2013 12:30,-0.056434824,-95.48772303,-3.17E-12,552.8781255,499.935943,,,,,,,,,,
2456387.063,4/4/2013 13:30,-0.038985524,-65.96350604,-2.19E-12,379.4967137,499.754699,,,,,,,,,,
2456387.104,4/4/2013 14:30,-0.021871486,-37.00655444,-1.23E-12,209.4465765,499.635037,,,,,,,,,,
2456387.146,4/4/2013 15:30,-0.009755818,-16.50684462,-5.48E-13,89.06171982,499.607393,,,,,,,,,,
2456387.188,4/4/2013 16:30,-0.005468301,-9.252365107,-3.07E-13,46.45967894,499.679114,,,,,,,,,,
2456387.229,4/4/2013 17:30,-0.009281051,-15.70353803,-5.21E-13,84.34428974,499.832595,,,,,,,,,,
2456387.271,4/4/2013 18:30,-0.018922798,-32.01737381,-1.06E-12,180.1475376,500.029668,,,,,,,,,,
2456387.313,4/4/2013 19:30,-0.030294791,-51.25878584,-1.70E-12,293.1430214,500.221147,,,,,,,,,,
2456387.354,4/4/2013 20:30,-0.038652435,-65.39992023,-2.17E-12,376.1870475,500.359137,,,,,,,,,,
2456387.396,4/4/2013 21:30,-0.039912912,-67.53264763,-2.24E-12,388.7115215,500.409032,,,,,,,,,,
2456387.438,4/4/2013 22:30,-0.031755049,-53.72954358,-1.78E-12,307.6525837,500.358186,,,,,,,,,,
2456387.479,4/4/2013 23:30,-0.014265897,-24.13789721,-8.01E-13,133.8751919,500.219088,,,,,,,,,,
2456387.521,4/5/2013 0:30,0.00998664,16.89739478,5.61E-13,-107.1051823,500.026249,,,,,,,,,,
2456387.563,4/5/2013 1:30,0.036451772,61.67639781,2.05E-12,-370.0705564,499.827576,,,,,,,,,,
2456387.604,4/5/2013 2:30,0.059556224,100.7691318,3.35E-12,-599.6432295,499.672393,,,,,,,,,,
2456387.646,4/5/2013 3:30,0.073937025,125.1014465,4.15E-12,-742.5351162,499.599113,,,,,,,,,,
2456387.688,4/5/2013 4:30,0.075699495,128.0835453,4.25E-12,-760.0475366,499.625639,,,,,,,,,,
2456387.729,4/5/2013 5:30,0.063428843,107.3216027,3.56E-12,-638.1227139,499.744909,,,,,,,,,,
2456387.771,4/5/2013 6:30,0.038705568,65.4898204,2.17E-12,-392.4649384,499.926685,,,,,,,,,,
2456387.813,4/5/2013 7:30,0.005954022,10.07420532,3.34E-13,-67.03589882,500.125154,,,,,,,,,,
2456387.854,4/5/2013 8:30,-0.028410736,-48.07096522,-1.60E-12,274.4224965,500.290420,,,,,,,,,,
2456387.896,4/5/2013 9:30,-0.057399779,-97.12042668,-3.22E-12,562.4662024,500.381014,,,,,,,,,,
2456387.938,4/5/2013 10:30,-0.075122201,-127.1067644,-4.22E-12,738.5614251,500.374285,,,,,,,,,,
2456387.979,4/5/2013 11:30,-0.07828871,-132.4644975,-4.40E-12,770.0247942,500.272077,,,,,,,,,,
2456388.021,4/5/2013 12:30,-0.067116599,-113.5612859,-3.77E-12,659.0153973,500.100252,,,,,,,,,,
2456388.063,4/5/2013 13:30,-0.045333709,-76.7046358,-2.55E-12,442.574161,499.902199,,,,,,,,,,
2456388.104,4/5/2013 14:30,-0.019223277,-32.52578466,-1.08E-12,183.133188,499.727945,,,,,,,,,,
2456388.146,4/5/2013 15:30,0.004057629,6.865508588,2.28E-13,-48.19277865,499.621595,,,,,,,,,,
2456388.188,4/5/2013 16:30,0.0184169,31.16139514,1.03E-12,-190.8707407,499.610256,,,,,,,,,,
2456388.229,4/5/2013 17:30,0.020462931,34.62328009,1.15E-12,-211.2007126,499.697222,,,,,,,,,,
2456388.271,4/5/2013 18:30,0.010368809,17.54402536,5.83E-13,-110.9025302,499.861119,,,,,,,,,,
2456388.313,4/5/2013 19:30,-0.008261004,-13.97761823,-4.64E-13,74.20879952,500.061237,,,,,,,,,,
2456388.354,4/5/2013 20:30,-0.029447031,-49.82437649,-1.65E-12,284.7194308,500.247708,,,,,,,,,,
2456388.396,4/5/2013 21:30,-0.046485937,-78.65420619,-2.61E-12,454.0230427,500.373982,,,,,,,,,,
2456388.438,4/5/2013 22:30,-0.053735483,-90.92043766,-3.02E-12,526.0566729,500.408480,,,,,,,,,,
2456388.479,4/5/2013 23:30,-0.048079667,-81.35079573,-2.70E-12,469.8588056,500.342504,,,,,,,,,,
2456388.521,4/6/2013 0:30,-0.029738041,-50.31676468,-1.67E-12,287.6109879,500.192416,,,,,,,,,,
2456388.563,4/6/2013 1:30,-0.002258509,-3.821397725,-1.27E-13,14.56624067,499.995550,,,,,,,,,,
2456388.604,4/6/2013 2:30,0.028282463,47.85392759,1.59E-12,-288.8978905,499.800877,,,,,,,,,,
2456388.646,4/6/2013 3:30,0.054686164,92.52898964,3.07E-12,-551.2528696,499.656753,,,,,,,,,,
2456388.688,4/6/2013 4:30,0.070336885,119.0100101,3.95E-12,-706.7630634,499.598831,,,,,,,,,,
2456388.729,4/6/2013 5:30,0.070830788,119.8456925,3.98E-12,-711.6706212,499.641158,,,,,,,,,,
2456388.771,4/6/2013 6:30,0.055151883,93.31698534,3.10E-12,-555.8803863,499.772680,,,,,,,,,,
2456388.813,4/6/2013 7:30,0.026093368,44.14997902,1.47E-12,-267.1463964,499.960038,,,,,,,,,,
