julday,date_time,V_mgal,vert_mm,areal_mm,WDD_tam,,,,,,O1,M2,A_O1,PHI_O1,A_M2,PHI_M2
2456356.438,3/4/2013 22:30,0.032574828,55.1166091,1.83E-12,-331.5480978,500.177345,,,,c0,500,5000,0.01,-5,0.4,-1.5
2456356.479,3/4/2013 23:30,0.0584272,98.85882324,3.28E-12,-588.4249133,499.979476,,,,c1,0.036,-0.082,,,,
2456356.521,3/5/2013 0:30,0.077972158,131.928892,4.38E-12,-782.6293931,499.785789,,,,c2,0.061,0.027,,,,
2456356.563,3/5/2013 1:30,0.088551729,149.8295248,4.97E-12,-887.751131,499.644436,,,,f,0.9295,1.9324,,,,
2456356.604,3/5/2013 2:30,0.088818063,150.2801626,4.99E-12,-890.3975084,499.590536,,,,,O1,M2,,,,
2456356.646,3/5/2013 3:30,0.078913672,133.5219337,4.43E-12,-791.9845548,499.637396,,,,,-1.037640621,0.318087567,,,,
2456356.688,3/5/2013 4:30,0.060438782,102.2624198,3.40E-12,-608.4125858,499.773186,,,,,-59.45242825,18.22507511,phase degrees,,,
2456356.729,3/5/2013 5:30,0.036206007,61.26056462,2.03E-12,-367.6285697,499.963910,,,,,,,,,,
2456356.771,3/5/2013 6:30,0.00979187,16.56784324,5.50E-13,-105.1698859,500.161921,,,,,,,,,,
2456356.813,3/5/2013 7:30,-0.01507755,-25.5112139,-8.47E-13,141.9400149,500.317850,,,,,,,,,,
2456356.854,3/5/2013 8:30,-0.035220952,-59.59385144,-1.98E-12,342.0908205,500.392960,,,,,,,,,,
2456356.896,3/5/2013 9:30,-0.048636225,-82.29249221,-2.73E-12,475.3889325,500.368831,,,,,,,,,,
2456356.938,3/5/2013 10:30,-0.054905047,-92.89933904,-3.08E-12,537.6778013,500.251951,,,,,"L$2+L$3*COS(2*PI()*L$5*$A2)+L$4*SIN(2*PI()*L$5*$A2)+RANDBETWEEN(0,50)+M$3*COS(2*PI()*M$5*$A2)+M$4*SIN(2*PI()*M$5*$A2)",,,,,
2456356.979,3/5/2013 11:30,-0.055222375,-93.43625795,-3.10E-12,540.8308657,500.072066,,,,,,,,,,
2456357.021,3/5/2013 12:30,-0.051995818,-87.97692346,-2.92E-12,508.7708412,499.874699,,,,,,,,,,
2456357.063,3/5/2013 13:30,-0.048095014,-81.37676374,-2.70E-12,470.0113031,499.709718,,,,,L$2+N$2*COS(2*PI()*L$5*A2+O$2*PI()/180)+P$2*COS(2*PI()*M$5*B2+Q$2*PI()/180),,,,,
2456357.104,3/5/2013 14:30,-0.045960103,-77.7644937,-2.58E-12,448.7981926,499.618821,,,,,,,,,,
2456357.146,3/5/2013 15:30,-0.046843038,-79.25842095,-2.63E-12,457.571303,499.625063,,,,,,,,,,
2456357.188,3/5/2013 16:30,-0.050421049,-85.3124148,-2.83E-12,493.1234737,499.727070,,,,,,,,,,
2456357.229,3/5/2013 17:30,-0.054897706,-92.88691813,-3.08E-12,537.6048593,499.899366,,,,,,,,,,
2456357.271,3/5/2013 18:30,-0.057545132,-97.36636287,-3.23E-12,563.9104664,500.098753,,,,,,,,,,
2456357.313,3/5/2013 19:30,-0.055507169,-93.91812971,-3.12E-12,543.6606649,500.275138,,,,,,,,,,
2456357.354,3/5/2013 20:30,-0.046625481,-78.89031347,-2.62E-12,455.4095862,500.384085,,,,,,,,,,
2456357.396,3/5/2013 21:30,-0.030076442,-50.88933957,-1.69E-12,290.9734426,500.397966,,,,,,,,,,
2456357.438,3/5/2013 22:30,-0.006687526,-11.31529388,-3.76E-13,58.57425942,500.312903,,,,,,,,,,
2456357.479,3/5/2013 23:30,0.021105361,35.71027133,1.19E-12,-217.5840851,500.149758,,,,,,,,,,
2456357.521,3/6/2013 0:30,0.049625934,83.96707956,2.79E-12,-500.9729229,499.948939,,,,,,,,,,
2456357.563,3/6/2013 1:30,0.074574536,126.1801145,4.19E-12,-748.8696104,499.760301,,,,,,,,,,
2456357.604,3/6/2013 2:30,0.091794492,155.316281,5.16E-12,-919.9721897,499.630681,,,,,,,,,,
2456357.646,3/6/2013 3:30,0.098070261,165.9348808,5.51E-12,-982.330078,499.592195,,,,,,,,,,
2456357.688,3/6/2013 4:30,0.091821967,155.3627677,5.16E-12,-920.2451836,499.654206,,,,,,,,,,
2456357.729,3/6/2013 5:30,0.073551061,124.448396,4.13E-12,-738.7000674,499.801002,,,,,,,,,,
2456357.771,3/6/2013 6:30,0.045906445,77.67370483,2.58E-12,-464.0149844,499.995737,,,,,,,,,,
2456357.813,3/6/2013 7:30,0.013294275,22.49391271,7.47E-13,-139.9708188,500.189667,,,,,,,,,,
2456357.854,3/6/2013 8:30,-0.018949277,-32.06217749,-1.06E-12,180.4106479,500.334362,,,,,,,,,,
2456357.896,3/6/2013 9:30,-0.045680685,-77.29171818,-2.57E-12,446.0218112,500.393828,,,,,,,,,,
2456357.938,3/6/2013 10:30,-0.063112147,-106.7857525,-3.55E-12,619.225975,500.353506,,,,,,,,,,
2456357.979,3/6/2013 11:30,-0.069701801,-117.9354481,-3.92E-12,684.7027314,500.223907,,,,,,,,,,
2456358.021,3/6/2013 12:30,-0.066492971,-112.5061062,-3.74E-12,652.8188388,500.037947,,,,,,,,,,
2456358.063,3/6/2013 13:30,-0.056762088,-96.04145347,-3.19E-12,556.1299159,499.842678,,,,,,,,,,
2456358.104,3/6/2013 14:30,-0.045041247,-76.2097901,-2.53E-12,439.6681721,499.687473,,,,,,,,,,
2456358.146,3/6/2013 15:30,-0.03578565,-60.54932035,-2.01E-12,347.7018261,499.611630,,,,,,,,,,
2456358.188,3/6/2013 16:30,-0.032079342,-54.27824585,-1.80E-12,310.8748461,499.634502,,,,,,,,,,
2456358.229,3/6/2013 17:30,-0.034763399,-58.81967053,-1.95E-12,337.5444314,499.750626,,,,,,,,,,
2456358.271,3/6/2013 18:30,-0.042232415,-71.45724639,-2.37E-12,411.7587871,499.931081,,,,,,,,,,
2456358.313,3/6/2013 19:30,-0.050933397,-86.17930738,-2.86E-12,498.2143135,500.130717,,,,,,,,,,
2456358.354,3/6/2013 20:30,-0.056396739,-95.42328248,-3.17E-12,552.4996974,500.299469,,,,,,,,,,
2456358.396,3/6/2013 21:30,-0.05449868,-92.21176625,-3.06E-12,533.6400196,500.394896,,,,,,,,,,
2456358.438,3/6/2013 22:30,-0.042625555,-72.12243887,-2.39E-12,415.6651401,500.392830,,,,,,,,,,
2456358.479,3/6/2013 23:30,-0.020467583,-34.63115041,-1.15E-12,195.4969803,500.293440,,,,,,,,,,
2456358.521,3/7/2013 0:30,0.00972366,16.45243305,5.46E-13,-104.4921379,500.121213,,,,,,,,,,
2456358.563,3/7/2013 1:30,0.043460596,73.53532862,2.44E-12,-439.7123074,499.918845,,,,,,,,,,
2456358.604,3/7/2013 2:30,0.074863294,126.6686942,4.21E-12,-751.7388021,499.736569,,,,,,,,,,
2456358.646,3/7/2013 3:30,0.097861853,165.5822557,5.50E-12,-980.259282,499.619598,,,,,,,,,,
2456358.688,3/7/2013 4:30,0.107523501,181.9297629,6.04E-12,-1076.260266,499.596826,,,,,,,,,,
2456358.729,3/7/2013 5:30,0.101226443,171.2751415,5.69E-12,-1013.69084,499.673612,,,,,,,,,,
2456358.771,3/7/2013 6:30,0.079404421,134.3522798,4.46E-12,-796.8607751,499.830460,,,,,,,,,,
2456358.813,3/7/2013 7:30,0.045647621,77.23577411,2.56E-12,-461.4432296,500.027915,,,,,,,,,,
2456358.854,3/7/2013 8:30,0.006069854,10.27019375,3.41E-13,-68.18684386,500.216462,,,,,,,,,,
2456358.896,3/7/2013 9:30,-0.031976767,-54.10469057,-1.80E-12,309.8556401,500.348927,,,,,,,,,,
2456358.938,3/7/2013 10:30,-0.061576109,-104.1867767,-3.46E-12,603.9634497,500.392297,,,,,,,,,,
2456358.979,3/7/2013 11:30,-0.077906366,-131.8175708,-4.38E-12,766.2257069,500.335979,,,,,,,,,,
2456359.021,3/7/2013 12:30,-0.079432051,-134.3990311,-4.46E-12,781.3853718,500.194435,,,,,,,,,,
2456359.063,3/7/2013 13:30,-0.068265517,-115.505255,-3.84E-12,670.4313856,500.003543,,,,,,,,,,
2456359.104,3/7/2013 14:30,-0.049547953,-83.83513719,-2.78E-12,484.4481385,499.811580,,,,,,,,,,
2456359.146,3/7/2013 15:30,-0.029986513,-50.73717979,-1.68E-12,290.079882,499.667101,,,,,,,,,,
2456359.188,3/7/2013 16:30,-0.015949783,-26.98703297,-8.96E-13,150.6067848,499.606751,,,,,,,,,,
2456359.229,3/7/2013 17:30,-0.011671058,-19.74743069,-6.56E-13,108.0921107,499.646054,,,,,,,,,,
2456359.271,3/7/2013 18:30,-0.018079717,-30.59088093,-1.02E-12,171.7704366,499.775502,,,,,,,,,,
2456359.313,3/7/2013 19:30,-0.032584901,-55.13365174,-1.83E-12,315.8982302,499.962917,,,,,,,,,,
2456359.354,3/7/2013 20:30,-0.049845779,-84.33905737,-2.80E-12,487.4074174,500.161498,,,,,,,,,,
2456359.396,3/7/2013 21:30,-0.06328191,-107.0729913,-3.56E-12,620.912789,500.321534,,,,,,,,,,
2456359.438,3/7/2013 22:30,-0.066893115,-113.1831507,-3.76E-12,656.7947928,500.402860,,,,,,,,,,
2456359.479,3/7/2013 23:30,-0.056911001,-96.29341381,-3.20E-12,557.6095568,500.384919,,,,,,,,,,
2456359.521,3/8/2013 0:30,-0.032882302,-55.63685532,-1.85E-12,318.8533008,500.271928,,,,,,,,,,
2456359.563,3/8/2013 1:30,0.002056393,3.479416223,1.16E-13,-28.30789991,500.091831,,,,,,,,,,
2456359.604,3/8/2013 2:30,0.041762223,70.66168069,2.35E-12,-422.8367663,499.889326,,,,,,,,,,
2456359.646,3/8/2013 3:30,0.078394627,132.6437083,4.40E-12,-786.827163,499.714691,,,,,,,,,,
2456359.688,3/8/2013 4:30,0.104166034,176.2489292,5.85E-12,-1042.899484,499.611209,,,,,,,,,,
2456359.729,3/8/2013 5:30,0.113154334,191.4571332,6.36E-12,-1132.209892,499.604361,,,,,,,,,,
2456359.771,3/8/2013 6:30,0.102767739,173.8830147,5.77E-12,-1029.005615,499.695461,,,,,,,,,,
2456359.813,3/8/2013 7:30,0.074504371,126.0613951,4.19E-12,-748.1724292,499.861356,,,,,,,,,,
2456359.854,3/8/2013 8:30,0.033783026,57.16087951,1.90E-12,-343.5531068,500.060242,,,,,,,,,,
2456359.896,3/8/2013 9:30,-0.011177623,-18.91253755,-6.28E-13,103.189188,500.242152,,,,,,,,,,
2456359.938,3/8/2013 10:30,-0.051222261,-86.66806517,-2.88E-12,501.084551,500.361485,,,,,,,,,,
2456359.979,3/8/2013 11:30,-0.078445248,-132.7293602,-4.41E-12,771.5802041,500.388427,,,,,,,,,,
2456360.021,3/8/2013 12:30,-0.088152934,-149.1547643,-4.95E-12,868.0386387,500.316421,,,,,,,,,,
2456360.063,3/8/2013 13:30,-0.080062569,-135.4658668,-4.50E-12,787.650381,500.163794,,,,,,,,,,
2456360.104,3/8/2013 14:30,-0.058364843,-98.75331444,-3.28E-12,572.0553605,499.969148,,,,,,,,,,
2456360.146,3/8/2013 15:30,-0.030576471,-51.73538943,-1.72E-12,295.9418832,499.781674,,,,,,,,,,
2456360.188,3/8/2013 16:30,-0.005461898,-9.241531709,-3.07E-13,46.39605964,499.648794,,,,,,,,,,
2456360.229,3/8/2013 17:30,0.009404956,15.91318595,5.28E-13,-101.3254011,499.604264,,,,,,,,,,
2456360.271,3/8/2013 18:30,0.009743009,16.48517124,5.47E-13,-104.6843934,499.659682,,,,,,,,,,
2456360.313,3/8/2013 19:30,-0.004271905,-7.228063365,-2.40E-13,34.57193627,499.801558,,,,,,,,,,
2456360.354,3/8/2013 20:30,-0.028100295,-47.54569884,-1.58E-12,271.3378617,499.994674,,,,,,,,,,
2456360.396,3/8/2013 21:30,-0.054135251,-91.59684432,-3.04E-12,530.0288813,500.190885,,,,,,,,,,
2456360.438,3/8/2013 22:30,-0.073810212,-124.8868781,-4.15E-12,725.5251091,500.341165,,,,,,,,,,
2456360.479,3/8/2013 23:30,-0.079927726,-135.2377127,-4.49E-12,786.3105425,500.407884,,,,,,,,,,
2456360.521,3/9/2013 0:30,-0.068599198,-116.0698424,-3.85E-12,673.7469337,500.374236,,,,,,,,,,
2456360.563,3/9/2013 1:30,-0.040324395,-68.2288767,-2.27E-12,392.8001372,500.248449,,,,,,,,,,
2456360.604,3/9/2013 2:30,2.42E-05,0.040997475,1.36E-15,-8.115733695,500.061740,,,,,,,,,,
2456360.646,3/9/2013 3:30,0.04428298,74.92680185,2.49E-12,-447.883755,499.860512,,,,,,,,,,
2456360.688,3/9/2013 4:30,0.082878705,140.2307692,4.66E-12,-831.3822929,499.694746,,,,,,,,,,
2456360.729,3/9/2013 5:30,0.107076422,181.1733056,6.02E-12,-1071.817959,499.605513,,,,,,,,,,
2456360.771,3/9/2013 6:30,0.111079419,187.9463765,6.24E-12,-1111.59292,499.614703,,,,,,,,,,
2456360.813,3/9/2013 7:30,0.093492507,158.1893218,5.25E-12,-936.8441652,499.719575,,,,,,,,,,
2456360.854,3/9/2013 8:30,0.057785453,97.77298629,3.25E-12,-582.0483194,499.893467,,,,,,,,,,
2456360.896,3/9/2013 9:30,0.011605569,19.63662233,6.52E-13,-123.1913377,500.092497,,,,,,,,,,
2456360.938,3/9/2013 10:30,-0.034949797,-59.13505614,-1.96E-12,339.3965381,500.266579,,,,,,,,,,
2456360.979,3/9/2013 11:30,-0.071730481,-121.3679736,-4.03E-12,704.860289,500.371979,,,,,,,,,,
2456361.021,3/9/2013 12:30,-0.09103391,-154.0293758,-5.11E-12,896.6648687,500.382284,,,,,,,,,,
2456361.063,3/9/2013 13:30,-0.089568772,-151.5503623,-5.03E-12,882.1068243,500.295015,,,,,,,,,,
2456361.104,3/9/2013 14:30,-0.069332062,-117.3098486,-3.90E-12,681.0288885,500.132244,,,,,,,,,,
2456361.146,3/9/2013 15:30,-0.037105338,-62.78223186,-2.08E-12,360.8146328,499.935053,,,,,,,,,,
2456361.188,3/9/2013 16:30,-0.002646523,-4.477916626,-1.49E-13,18.42165786,499.753222,,,,,,,,,,
2456361.229,3/9/2013 17:30,0.023963113,40.54558798,1.35E-12,-245.9795554,499.632737,,,,,,,,,,
2456361.271,3/9/2013 18:30,0.035086474,59.36631406,1.97E-12,-356.5045546,499.604243,,,,,,,,,,
2456361.313,3/9/2013 19:30,0.027625895,46.74301367,1.55E-12,-282.3740317,499.675342,,,,,,,,,,
2456361.354,3/9/2013 20:30,0.003848521,6.511698068,2.16E-13,-46.11502101,499.828656,,,,,,,,,,
2456361.396,3/9/2013 21:30,-0.029279468,-49.54085971,-1.64E-12,283.0544742,500.026162,,,,,,,,,,
2456361.438,3/9/2013 22:30,-0.062034891,-104.9630353,-3.49E-12,608.5220407,500.218688,,,,,,,,,,
2456361.479,3/9/2013 23:30,-0.084588662,-143.124016,-4.75E-12,832.622978,500.358219,,,,,,,,,,
2456361.521,3/10/2013 0:30,-0.089633394,-151.6597024,-5.04E-12,882.748926,500.409910,,,,,,,,,,
2456361.563,3/10/2013 1:30,-0.074305223,-125.7244371,-4.17E-12,730.443687,500.360810,,,,,,,,,,
2456361.604,3/10/2013 2:30,-0.040941289,-69.27266177,-2.30E-12,398.9297809,500.223107,,,,,,,,,,
2456361.646,3/10/2013 3:30,0.003471571,5.873898843,1.95E-13,-42.36953539,500.031080,,,,,,,,,,
2456361.688,3/10/2013 4:30,0.048984297,82.88142968,2.75E-12,-494.5974275,499.832526,,,,,,,,,,
2456361.729,3/10/2013 5:30,0.085084384,143.9627776,4.78E-12,-853.298569,499.676801,,,,,,,,,,
2456361.771,3/10/2013 6:30,0.103235166,174.6739006,5.80E-12,-1033.650104,499.602483,,,,,,,,,,
2456361.813,3/10/2013 7:30,0.098962951,167.4453129,5.56E-12,-991.2001136,499.627727,,,,,,,,,,
2456361.854,3/10/2013 8:30,0.073000882,123.5174916,4.10E-12,-733.233317,499.745748,,,,,,,,,,
2456361.896,3/10/2013 9:30,0.031204105,52.79734485,1.75E-12,-317.9281833,499.926546,,,,,,,,,,
2456361.938,3/10/2013 10:30,-0.016775771,-28.38460537,-9.42E-13,158.8140499,500.124451,,,,,,,,,,
2456361.979,3/10/2013 11:30,-0.059779605,-101.1470915,-3.36E-12,586.1128527,500.289579,,,,,,,,,,
2456362.021,3/10/2013 12:30,-0.087870576,-148.6770139,-4.94E-12,865.2330423,500.380355,,,,,,,,,,
2456362.063,3/10/2013 13:30,-0.09484121,-160.4713278,-5.33E-12,934.4953296,500.373936,,,,,,,,,,
2456362.104,3/10/2013 14:30,-0.079843836,-135.09577,-4.49E-12,785.4769815,500.271942,,,,,,,,,,
2456362.146,3/10/2013 15:30,-0.047672541,-80.66193922,-2.68E-12,465.8134853,500.100047,,,,,,,,,,
2456362.188,3/10/2013 16:30,-0.007556046,-12.78483058,-4.24E-13,67.20413594,499.901543,,,,,,,,,,
2456362.229,3/10/2013 17:30,0.029272332,49.52878589,1.64E-12,-298.7335213,499.726477,,,,,,,,,,
2456362.271,3/10/2013 18:30,0.05259511,88.99092627,2.95E-12,-530.4755388,499.619100,,,,,,,,,,
2456362.313,3/10/2013 19:30,0.05598698,94.72997027,3.15E-12,-564.1781617,499.606750,,,,,,,,,,
2456362.354,3/10/2013 20:30,0.038557746,65.23970609,2.17E-12,-390.9961383,499.692987,,,,,,,,,,
2456362.396,3/10/2013 21:30,0.005165071,8.739300096,2.90E-13,-59.19664768,499.856664,,,,,,,,,,
2456362.438,3/10/2013 22:30,-0.034950621,-59.13645056,-1.96E-12,339.4047269,500.057205,,,,,,,,,,
2456362.479,3/10/2013 23:30,-0.070700303,-119.6249134,-3.97E-12,694.6241417,500.244742,,,,,,,,,,
2456362.521,3/11/2013 0:30,-0.092124516,-155.8746815,-5.18E-12,907.5014546,500.372586,,,,,,,,,,
2456362.563,3/11/2013 1:30,-0.093003242,-157.3614862,-5.22E-12,916.2327376,500.408908,,,,,,,,,,
2456362.604,3/11/2013 2:30,-0.072430643,-122.5526472,-4.07E-12,711.817303,500.344699,,,,,,,,,,
2456362.646,3/11/2013 3:30,-0.034997015,-59.21494988,-1.97E-12,339.8657153,500.196024,,,,,,,,,,
2456362.688,3/11/2013 4:30,0.010410235,17.61411821,5.85E-13,-111.3141516,499.999997,,,,,,,,,,
2456362.729,3/11/2013 5:30,0.052843554,89.41129343,2.97E-12,-532.9441513,499.805491,,,,,,,,,,
2456362.771,3/11/2013 6:30,0.082002566,138.7483423,4.61E-12,-822.6767187,499.660908,,,,,,,,,,
2456362.813,3/11/2013 7:30,0.09076004,153.5659879,5.10E-12,-909.6935671,499.602075,,,,,,,,,,
2456362.854,3/11/2013 8:30,0.076914118,130.1386877,4.32E-12,-772.1163914,499.643286,,,,,,,,,,
2456362.896,3/11/2013 9:30,0.043757451,74.03760727,2.46E-12,-442.6619463,499.773753,,,,,,,,,,
2456362.938,3/11/2013 10:30,-0.000678011,-1.147194834,-3.81E-14,-1.138056351,499.960334,,,,,,,,,,
2456362.979,3/11/2013 11:30,-0.045540776,-77.05499338,-2.56E-12,444.6316412,500.155861,,,,,,,,,,
2456363.021,3/11/2013 12:30,-0.079809679,-135.0379774,-4.48E-12,785.1375939,500.310985,,,,,,,,,,
2456363.063,3/11/2013 13:30,-0.095049254,-160.8233372,-5.34E-12,936.5625099,500.386556,,,,,,,,,,
2456363.104,3/11/2013 14:30,-0.087588151,-148.1991507,-4.92E-12,862.4267835,500.363454,,,,,,,,,,
2456363.146,3/11/2013 15:30,-0.059540896,-100.7431954,-3.35E-12,583.7409664,500.247385,,,,,,,,,,
2456363.188,3/11/2013 16:30,-0.018353716,-31.05448672,-1.03E-12,174.4929686,500.067458,,,,,,,,,,
2456363.229,3/11/2013 17:30,0.025071632,42.42120069,1.41E-12,-256.9941195,499.868893,,,,,,,,,,
2456363.271,3/11/2013 18:30,0.059225644,100.2097904,3.33E-12,-596.3584885,499.701678,,,,,,,,,,
2456363.313,3/11/2013 19:30,0.075058167,126.9984186,4.22E-12,-753.6751138,499.608038,,,,,,,,,,
2456363.354,3/11/2013 20:30,0.068413491,115.7556262,3.84E-12,-687.6516448,499.611835,,,,,,,,,,
2456363.396,3/11/2013 21:30,0.041138815,69.60687505,2.31E-12,-416.6424042,499.712562,,,,,,,,,,
2456363.438,3/11/2013 22:30,0.000548763,0.928507529,3.08E-14,-13.32764994,499.885450,,,,,,,,,,
2456363.479,3/11/2013 23:30,-0.042591465,-72.06475956,-2.39E-12,415.3264175,500.087642,,,,,,,,,,
2456363.521,3/12/2013 0:30,-0.076977368,-130.2457068,-4.32E-12,756.9949123,500.268904,,,,,,,,,,
2456363.563,3/12/2013 1:30,-0.093750199,-158.6253369,-5.27E-12,923.6547201,500.384186,,,,,,,,,,
2456363.604,3/12/2013 2:30,-0.088753304,-150.1705898,-4.99E-12,874.0040896,500.404884,,,,,,,,,,
2456363.646,3/12/2013 3:30,-0.06349909,-107.4404601,-3.57E-12,623.0707552,500.325993,,,,,,,,,,
2456363.688,3/12/2013 4:30,-0.024657585,-41.72063414,-1.39E-12,237.130081,500.167348,,,,,,,,,,
2456363.729,3/12/2013 5:30,0.017737459,30.01177999,9.96E-13,-184.1196083,499.968652,,,,,,,,,,
2456363.771,3/12/2013 6:30,0.052868477,89.45346332,2.97E-12,-533.1917947,499.779530,,,,,,,,,,
2456363.813,3/12/2013 7:30,0.071845895,121.5632547,4.04E-12,-721.7570315,499.647110,,,,,,,,,,
2456363.854,3/12/2013 8:30,0.069899237,118.2695085,3.93E-12,-702.4144568,499.604224,,,,,,,,,,
2456363.896,3/12/2013 9:30,0.047539048,80.43606922,2.67E-12,-480.2370111,499.661212,,,,,,,,,,
2456363.938,3/12/2013 10:30,0.01042825,17.64459885,5.86E-13,-111.4931496,499.803346,,,,,,,,,,
2456363.979,3/12/2013 11:30,-0.032001896,-54.14720882,-1.80E-12,310.1053291,499.994554,,,,,,,,,,
2456364.021,3/12/2013 12:30,-0.068869347,-116.5269355,-3.87E-12,676.4312194,500.186481,,,,,,,,,,
2456364.063,3/12/2013 13:30,-0.09055036,-153.2112086,-5.09E-12,891.8601693,500.330628,,,,,,,,,,
2456364.104,3/12/2013 14:30,-0.091130599,-154.1929737,-5.12E-12,897.6255996,500.390530,,,,,,,,,,
2456364.146,3/12/2013 15:30,-0.069983084,-118.411378,-3.93E-12,687.4976368,500.350911,,,,,,,,,,
2456364.188,3/12/2013 16:30,-0.032040212,-54.21203842,-1.80E-12,310.486042,500.221525,,,,,,,,,,
2456364.229,3/12/2013 17:30,0.013366345,22.61585504,7.51E-13,-140.6869269,500.034727,,,,,,,,,,
2456364.271,3/12/2013 18:30,0.054853796,92.81262212,3.08E-12,-552.9185057,499.837364,,,,,,,,,,
2456364.313,3/12/2013 19:30,0.081940109,138.6426647,4.60E-12,-822.0561255,499.679043,,,,,,,,,,
2456364.354,3/12/2013 20:30,0.08781167,148.5773459,4.93E-12,-880.3976914,499.599689,,,,,,,,,,
2456364.396,3/12/2013 21:30,0.071133972,120.3586811,4.00E-12,-714.6831543,499.619529,,,,,,,,,,
2456364.438,3/12/2013 22:30,0.036384343,61.56230876,2.04E-12,-369.4005668,499.734003,,,,,,,,,,
2456364.479,3/12/2013 23:30,-0.007392166,-12.50754404,-4.15E-13,65.57576655,499.914885,,,,,,,,,,
2456364.521,3/13/2013 0:30,-0.049043583,-82.9817431,-2.76E-12,479.4365688,500.117324,,,,,,,,,,
2456364.563,3/13/2013 1:30,-0.078283454,-132.4556041,-4.40E-12,769.9725676,500.291056,,,,,,,,,,
2456364.604,3/13/2013 2:30,-0.088347505,-149.4839791,-4.96E-12,869.9719576,500.392969,,,,,,,,,,
2456364.646,3/13/2013 3:30,-0.077633311,-131.3555614,-4.36E-12,763.5125501,500.397875,,,,,,,,,,
2456364.688,3/13/2013 4:30,-0.049937395,-84.49407242,-2.81E-12,488.3177456,500.304809,,,,,,,,,,
2456364.729,3/13/2013 5:30,-0.013298251,-22.50064009,-7.47E-13,124.2603746,500.137246,,,,,,,,,,
2456364.771,3/13/2013 6:30,0.022191194,37.54750097,1.25E-12,-228.373244,499.937215,,,,,,,,,,
2456364.813,3/13/2013 7:30,0.047007747,79.5371083,2.64E-12,-474.9578495,499.754767,,,,,,,,,,
2456364.854,3/13/2013 8:30,0.054597731,92.37936078,3.07E-12,-550.3741718,499.635439,,,,,,,,,,
2456364.896,3/13/2013 9:30,0.042981799,72.72520441,2.41E-12,-434.9548406,499.608855,,,,,,,,,,
2456364.938,3/13/2013 10:30,0.015205323,25.72740704,8.54E-13,-158.9595632,499.681321,,,,,,,,,,
2456364.979,3/13/2013 11:30,-0.021447739,-36.28957441,-1.20E-12,205.2361004,499.834266,,,,,,,,,,
2456365.021,3/13/2013 12:30,-0.057276115,-96.91118637,-3.22E-12,561.2374355,500.028922,,,,,,,,,,
2456365.063,3/13/2013 13:30,-0.082582841,-139.7301663,-4.64E-12,812.692544,500.216056,,,,,,,,,,
2456365.104,3/13/2013 14:30,-0.090123402,-152.4887968,-5.06E-12,887.6177949,500.348339,,,,,,,,,,
2456365.146,3/13/2013 15:30,-0.076989402,-130.2660688,-4.33E-12,757.1144884,500.392224,,,,,,,,,,
2456365.188,3/13/2013 16:30,-0.045449852,-76.90114947,-2.55E-12,443.7281905,500.336378,,,,,,,,,,
2456365.229,3/13/2013 17:30,-0.002502605,-4.234407811,-1.41E-13,16.99164866,500.194538,,,,,,,,,,
2456365.271,3/13/2013 18:30,0.041801722,70.72851331,2.35E-12,-423.2292419,500.002088,,,,,,,,,,
2456365.313,3/13/2013 19:30,0.076877064,130.0759919,4.32E-12,-771.7482097,499.807200,,,,,,,,,,
2456365.354,3/13/2013 20:30,0.094322397,159.5934956,5.30E-12,-945.0901973,499.658770,,,,,,,,,,
2456365.396,3/13/2013 21:30,0.090113286,152.4716799,5.06E-12,-903.2672269,499.594164,,,,,,,,,,
2456365.438,3/13/2013 22:30,0.065647087,111.074872,3.69E-12,-660.1638448,499.629845,,,,,,,,,,
2456365.479,3/13/2013 23:30,0.027333858,46.248887,1.54E-12,-279.4722653,499.757235,,,,,,,,,,
2456365.521,3/14/2013 0:30,-0.015157616,-25.64668699,-8.52E-13,142.7355827,499.944840,,,,,,,,,,
2456365.563,3/14/2013 1:30,-0.051497741,-87.13417768,-2.89E-12,503.8218038,500.146116,,,,,,,,,,
2456365.604,3/14/2013 2:30,-0.073401091,-124.1946465,-4.12E-12,721.4599686,500.311103,,,,,,,,,,
2456365.646,3/14/2013 3:30,-0.07669462,-129.7672965,-4.31E-12,754.1854401,500.398915,,,,,,,,,,
2456365.688,3/14/2013 4:30,-0.062218032,-105.2729095,-3.50E-12,610.3417814,500.387953,,,,,,,,,,
2456365.729,3/14/2013 5:30,-0.035375443,-59.85524927,-1.99E-12,343.6258832,500.281296,,,,,,,,,,
2456365.771,3/14/2013 6:30,-0.004528421,-7.6620889,-2.54E-13,37.12075781,500.105909,,,,,,,,,,
2456365.813,3/14/2013 7:30,0.021293581,36.0287397,1.20E-12,-219.4542954,499.905870,,,,,,,,,,
2456365.854,3/14/2013 8:30,0.034752758,58.80166604,1.95E-12,-353.1886505,499.731327,,,,,,,,,,
2456365.896,3/14/2013 9:30,0.032046046,54.22190921,1.80E-12,-326.2939591,499.625924,,,,,,,,,,
2456365.938,3/14/2013 10:30,0.013806932,23.36132864,7.76E-13,-145.064732,499.615877,,,,,,,,,,
2456365.979,3/14/2013 11:30,-0.015114483,-25.57370455,-8.49E-13,142.3069922,499.703416,,,,,,,,,,
2456366.021,3/14/2013 12:30,-0.046906951,-79.36656154,-2.64E-12,458.2063603,499.866245,,,,,,,,,,
