julday,date_time,V_ugal,vert_mm,areal_mm,WDD_tam,potential,dilation_ppb,wl_ft,,
2456356.167,3/4/2013 16:00,-39.72533317,67.21526372,305.5672627,-402.5976305,-12652.90105,0.384985005,13.82702431,0.384985005,6.124549913
2456356.208,3/4/2013 17:00,-59.63911844,100.9093884,458.744099,-600.4668883,-18995.37826,0.740164105,12.77367156,0.740164105,14.9820394
2456356.25,3/4/2013 18:00,-72.84544079,123.2544858,560.3271305,-731.6888116,-23201.54989,1.075766793,12.27845335,1.075766793,8.096752818
2456356.292,3/4/2013 19:00,-77.58683935,131.2769322,596.7979683,-778.8007495,-24711.67024,1.266889335,15.48271442,1.266889335,12.3993995
2456356.333,3/4/2013 20:00,-73.33579053,124.0841576,564.0989007,-736.5610716,-23357.72472,1.229772197,15.12047312,1.229772197,12.09646403
2456356.375,3/4/2013 21:00,-60.85849507,102.9725737,468.1235441,-612.5829751,-19383.74584,0.928422972,13.68299537,0.928422972,22.91404742
2456356.417,3/4/2013 22:00,-42.09479619,71.22439516,323.7931723,-426.1413156,-13407.56748,0.390138971,8.857530716,0.390138971,14.76348967
2456356.458,3/4/2013 23:00,-19.85706831,33.59815957,152.7405694,-205.1806768,-6324.921935,-0.278259712,10.24866507,-0.278259712,23.12396384
2456356.5,3/5/2013 0:00,2.634191467,-4.457051962,-20.26220076,18.29912981,838.4727043,-0.982119809,19.73216342,-0.982119809,12.88559346
2456356.542,3/5/2013 1:00,22.32676961,-37.77689418,-171.7375119,213.9704083,7110.496155,-1.566354187,7.099633813,-1.566354187,16.77185404
2456356.583,3/5/2013 2:00,36.92699243,-62.48047119,-284.0424258,359.0425387,11760.62064,-1.908624004,9.323652227,-1.908624004,-2.582021869
2456356.625,3/5/2013 3:00,45.36589134,-76.75908815,-348.9544362,442.8939333,14448.38308,-1.959394221,7.265495844,-1.959394221,11.78284908
2456356.667,3/5/2013 4:00,47.99837228,-81.21324589,-369.2034796,469.0510421,15286.81988,-1.705053497,1.402576357,-1.705053497,-6.215552493
2456356.708,3/5/2013 5:00,46.44237071,-78.58049123,-357.2347155,453.5901505,14791.23833,-1.223382341,-0.819301117,-1.223382341,4.488563339
2456356.75,3/5/2013 6:00,43.06629749,-72.86817536,-331.2659603,420.0444889,13715.96976,-0.602071646,11.96024512,-0.602071646,0.381786273
2456356.792,3/5/2013 7:00,40.25338713,-68.10873102,-309.6290538,392.0945799,12820.06677,0.014385579,0.342644892,0.014385579,3.799716759
2456356.833,3/5/2013 8:00,39.66064557,-67.10581231,-305.0696857,386.2049245,12631.28047,0.492080337,15.81769824,0.492080337,11.18863512
2456356.875,3/5/2013 9:00,41.70467903,-70.56431691,-320.7923911,406.5150453,13282.29862,0.771214781,21.41039526,0.771214781,14.15914912
2456356.917,3/5/2013 10:00,45.43483911,-76.87574778,-349.4847825,443.5790187,14470.34273,0.812028914,22.83424065,0.812028914,14.73691542
2456356.958,3/5/2013 11:00,48.82390509,-82.61004742,-375.553478,477.2537802,15549.74946,0.657095485,16.89942077,0.657095485,22.84399425
2456357,3/5/2013 12:00,49.37231555,-83.53795792,-379.7718512,482.7029487,15724.41644,0.384629562,4.71428705,0.384629562,18.21755153
2456357.042,3/5/2013 13:00,44.83621498,-75.86287574,-344.8801656,437.6309123,14279.68285,0.10964031,20.24930481,0.10964031,13.25758777
2456357.083,3/5/2013 14:00,33.87723473,-57.32028116,-260.5836895,328.7392445,10789.28252,-0.057419298,9.136505371,-0.057419298,18.89672615
2456357.125,3/5/2013 15:00,16.48236425,-27.88816031,-126.7823458,155.8986688,5249.071652,-0.052157741,1.009910128,-0.052157741,4.321931479
2456357.167,3/5/2013 16:00,-5.918411098,10.01395158,45.52441816,-66.68205783,-1885.503987,0.15055332,4.183910601,0.15055332,9.542800754
2456357.208,3/5/2013 17:00,-30.63562408,51.83547595,235.6492204,-312.2795936,-9757.857638,0.499168563,1.697256586,0.499168563,4.231143493
2456357.25,3/5/2013 18:00,-54.15464196,91.62965419,416.5575059,-545.9715085,-17248.58996,0.919910626,11.58466584,0.919910626,0.908115103
2456357.292,3/5/2013 19:00,-72.74363951,123.0822381,559.5440751,-730.677284,-23169.12651,1.285703806,9.289187406,1.285703806,19.50046718
2456357.333,3/5/2013 20:00,-83.14161095,140.6756057,639.5252714,-833.9946023,-26480.84731,1.477755974,11.71638405,1.477755974,7.22149148
2456357.375,3/5/2013 21:00,-83.21720574,140.8035121,640.1067466,-834.7457346,-26504.92401,1.423981297,10.04667083,1.423981297,11.88370574
2456357.417,3/5/2013 22:00,-72.47572985,122.6289349,557.483314,-728.0152544,-23083.79813,1.090644832,26.6063308,1.090644832,9.121058319
2456357.458,3/5/2013 23:00,-52.29180899,88.47774082,402.2285948,-527.4618495,-16655.28359,0.533104637,22.98267051,0.533104637,19.22271048
2456357.5,3/6/2013 0:00,-25.77358388,43.60890392,198.2504072,-263.9689247,-8209.313311,-0.179913393,16.78716453,-0.179913393,12.26598484
2456357.542,3/6/2013 1:00,2.770467604,-4.687631187,-21.31043681,19.6532098,881.8762202,-0.902906751,7.289007052,-0.902906751,1.781425442
2456357.583,3/6/2013 2:00,28.69400858,-48.55026252,-220.714314,277.2371772,9138.441497,-1.483867269,1.777524482,-1.483867269,16.12141243
2456357.625,3/6/2013 3:00,48.03027598,-81.26722696,-369.4488828,469.3680468,15296.98111,-1.839676998,5.427256166,-1.839676998,7.85490742
2456357.667,3/6/2013 4:00,58.41113008,-98.8316321,-449.2984126,572.5152822,18603.2501,-1.893240896,12.25379489,-1.893240896,-3.462651016
2456357.708,3/6/2013 5:00,59.6214568,-100.8795049,-458.6082457,584.5414462,18988.7353,-1.659458394,4.359939076,-1.659458394,11.35952233
2456357.75,3/6/2013 6:00,53.59843506,-90.68855213,-412.2791625,524.6949216,17070.42205,-1.195262466,9.538364415,-1.195262466,7.312173278
2456357.792,3/6/2013 7:00,43.83946671,-74.17637767,-337.2131779,427.7269268,13962.2217,-0.61837526,8.37279708,-0.61837526,13.66893107
2456357.833,3/6/2013 8:00,34.36837842,-58.15129629,-264.3615668,333.6193935,10945.71023,-0.073474868,5.029717814,-0.073474868,1.334542941
2456357.875,3/6/2013 9:00,28.55838327,-48.32078449,-219.6710841,275.889564,9095.245268,0.350968176,17.38173533,0.350968176,12.14622984
2456357.917,3/6/2013 10:00,28.16225382,-47.65053346,-216.6240564,271.9535046,8969.079298,0.566654079,6.423422323,0.566654079,13.03851323
2456357.958,3/6/2013 11:00,32.83304672,-55.55351505,-252.5517954,318.3638838,10456.71197,0.562082448,20.97734481,0.562082448,9.419128553
2456358,3/6/2013 12:00,40.25971495,-68.1194377,-309.6777274,392.157455,12822.08216,0.38285363,6.901990353,0.38285363,13.24991209
2456358.042,3/6/2013 13:00,46.85387846,-79.27676236,-360.4000331,457.6790132,14922.30224,0.119642392,20.81533358,0.119642392,3.844157112
2456358.083,3/6/2013 14:00,48.77437526,-82.52624295,-375.1724945,476.7616372,15533.97436,-0.109464647,19.25882134,-0.109464647,1.718863807
2456358.125,3/6/2013 15:00,43.00709891,-72.76801136,-330.8106048,419.4562743,13697.1152,-0.214742408,4.660950851,-0.214742408,4.077142599
2456358.167,3/6/2013 16:00,28.23316343,-47.77051252,-217.1694931,272.6580835,8991.663784,-0.125899228,11.53304189,-0.125899228,12.21552794
2456358.208,3/6/2013 17:00,5.293447912,-8.956513867,-40.71720134,44.72228805,1685.437417,0.154332316,-0.447460537,0.154332316,11.06652378
2456358.25,3/6/2013 18:00,-22.84191598,38.64852184,175.7000177,-234.8390057,-7275.586418,0.586474417,9.275989576,0.586474417,11.74975925
2456358.292,3/6/2013 19:00,-51.58985907,87.29004154,396.829196,-520.4870675,-16431.71478,1.063808144,10.04009114,1.063808144,2.78617018
2456358.333,3/6/2013 20:00,-75.6579748,128.0132934,581.9611422,-759.6349811,-24097.33302,1.453437684,10.45563305,1.453437684,10.63765502
2456358.375,3/6/2013 21:00,-90.16315668,152.5560611,693.5350012,-903.7627567,-28717.18727,1.659965448,8.689811427,1.659965448,16.77866247
2456358.417,3/6/2013 22:00,-91.7405384,155.224991,705.6682214,-919.4360878,-29219.57833,1.594375758,25.85755977,1.594375758,16.36619448
2456358.458,3/6/2013 23:00,-79.39811497,134.3416105,610.7303004,-796.7981196,-25288.55576,1.250424312,18.62581467,1.250424312,8.849226773
2456358.5,3/7/2013 0:00,-54.89876634,92.88871265,422.2813107,-553.3653484,-17485.59121,0.658654906,13.52834692,0.658654906,7.38079383
2456358.542,3/7/2013 1:00,-22.53213486,38.12437217,173.3171813,-231.7609289,-7176.922116,-0.071180906,12.10393369,-0.071180906,14.78888698
2456358.583,3/7/2013 2:00,11.73099514,-19.84884378,-90.23481463,108.6876606,3735.775716,-0.784688377,4.453299889,-0.784688377,19.19076858
2456358.625,3/7/2013 3:00,41.55180971,-70.30566204,-319.6165203,404.9960906,13233.61023,-1.379970493,12.48081769,-1.379970493,8.454517114
2456358.667,3/7/2013 4:00,61.70845568,-104.410707,-474.6614411,605.2784841,19653.4378,-1.730366038,-4.916079983,-1.730366038,15.06613957
2456358.708,3/7/2013 5:00,69.37135752,-117.3763369,-533.6044821,681.4193424,22094.04764,-1.785344194,-2.618923615,-1.785344194,11.70917923
2456358.75,3/7/2013 6:00,64.80276951,-109.646286,-498.4629031,636.0245012,20638.96691,-1.560970049,-1.707067932,-1.560970049,-6.742779807
2456358.792,3/7/2013 7:00,51.24714245,-86.71016503,-394.1930198,501.3317831,16321.54284,-1.127288646,-0.866905931,-1.127288646,12.68313584
2456358.833,3/7/2013 8:00,34.0032435,-57.533488,-261.552949,329.9913049,10829.41592,-0.613914062,3.625679305,-0.613914062,-3.988026377
2456358.875,3/7/2013 9:00,18.91818608,-32.00957084,-145.5186873,180.1017146,6024.87315,-0.12224585,16.97010069,-0.12224585,12.15062801
2456358.917,3/7/2013 10:00,10.7306463,-18.15625354,-82.54013133,98.74789871,3417.167794,0.226763881,15.77673971,0.226763881,20.45415181
2456358.958,3/7/2013 11:00,11.74433974,-19.87142283,-90.33746125,108.8202564,3740.025927,0.369866112,14.89964504,0.369866112,6.175577402
2456359,3/7/2013 12:00,21.21086475,-35.88878316,-163.1539717,202.8824477,6755.08401,0.311982488,21.64729511,0.311982488,11.04425089
2456359.042,3/7/2013 13:00,35.58112809,-60.20326873,-273.6900373,345.6696328,11331.96714,0.103645264,8.251484239,0.103645264,4.956027218
2456359.083,3/7/2013 14:00,49.52744828,-83.80044249,-380.9651322,484.2443934,15773.82572,-0.150114312,9.690979906,-0.150114312,6.550713957
2456359.125,3/7/2013 15:00,57.43078894,-97.17289489,-441.7576285,562.7743228,18291.01456,-0.350145126,16.20860387,-0.350145126,10.38413088
2456359.167,3/7/2013 16:00,54.92650574,-92.9356477,-422.4946821,537.8910244,17493.40833,-0.393223638,6.540550522,-0.393223638,-2.063726826
2456359.208,3/7/2013 17:00,40.11877954,-67.88097499,-308.5936522,390.7570791,12777.19468,-0.232623387,14.96575744,-0.232623387,-1.676145272
2456359.25,3/7/2013 18:00,14.18179793,-23.99560209,-109.0863896,133.0395616,4516.348601,0.133509427,15.64846819,0.133509427,1.308429025
2456359.292,3/7/2013 19:00,-18.77834076,31.77295257,144.4429972,-194.462121,-5981.350647,0.637859616,0.568869434,0.637859616,16.4347135
2456359.333,3/7/2013 20:00,-52.56251358,88.93577298,404.3108545,-530.1516503,-16741.50214,1.156987985,5.629814731,1.156987985,5.260535382
2456359.375,3/7/2013 21:00,-80.23417756,135.7562284,617.1612938,-805.1054846,-25554.83903,1.589125199,19.9182687,1.589125199,16.22762159
2456359.417,3/7/2013 22:00,-95.69930122,161.9232177,736.119025,-958.7715255,-30480.43169,1.805655765,22.40982375,1.805655765,11.69799767
2456359.458,3/7/2013 23:00,-95.16204548,161.014181,731.9864538,-953.4331937,-30309.31744,1.739597443,23.83165587,1.739597443,26.54420562
2456359.5,3/8/2013 0:00,-78.11648228,132.173088,600.8719817,-784.0634382,-24880.35982,1.377847919,17.4627185,1.377847919,22.0696889
2456359.542,3/8/2013 1:00,-47.61539834,80.56525399,366.257644,-480.9956506,-15165.86169,0.774615998,26.81432965,0.774615998,9.798110917
2456359.583,3/8/2013 2:00,-9.704358137,16.41977397,74.64592279,-104.3003469,-3091.316066,0.058936624,15.25759671,0.058936624,16.89804143
2456359.625,3/8/2013 3:00,27.89942558,-47.20582808,-214.6023816,269.3419656,8885.369341,-0.666662894,9.13170588,-0.666662894,14.59508181
2456359.667,3/8/2013 4:00,57.60693513,-97.47093424,-443.112545,564.5245634,18347.11656,-1.248754917,1.371922239,-1.248754917,8.919424936
2456359.708,3/8/2013 5:00,73.80723339,-124.8818389,-567.7252393,725.4955165,23506.85999,-1.580573157,1.502985843,-1.580573157,3.772835814
2456359.75,3/8/2013 6:00,74.28240497,-125.6858292,-571.380259,730.2169617,23658.20062,-1.634484238,-4.545714961,-1.634484238,2.08391943
2456359.792,3/8/2013 7:00,60.77743581,-102.8354214,-467.5000362,596.0275954,19356.91094,-1.420553811,0.685024224,-1.420553811,13.11375726
2456359.833,3/8/2013 8:00,38.52151649,-65.1784059,-296.3075048,374.8862012,12268.47148,-1.030309579,-0.672587691,-1.030309579,12.18336699
2456359.875,3/8/2013 9:00,14.78941502,-25.02369021,-113.7601803,139.0770247,4709.872711,-0.56005608,-2.567960866,-0.56005608,0.640198096
2456359.917,3/8/2013 10:00,-3.117775974,5.275276948,23.98193279,-38.85411924,-993.5106151,-0.141829368,14.82435138,-0.141829368,15.83639092
2456359.958,3/8/2013 11:00,-9.904203031,16.75791153,76.18312972,-106.2860649,-3154.966029,0.120810743,11.43321406,0.120810743,20.41279353
2456360,3/8/2013 12:00,-3.739879667,6.327876397,28.7671544,-45.03552546,-1191.648661,0.191263222,19.14995317,0.191263222,3.038371096
2456360.042,3/8/2013 13:00,13.26294473,-22.44090248,-102.0185708,123.9095646,4223.696782,0.071193256,22.8489826,0.071193256,6.785445679
2456360.083,3/8/2013 14:00,35.67469485,-60.36158369,-274.4097528,346.5993398,11361.76785,-0.165782267,9.481953757,-0.165782267,11.59827925
2456360.125,3/8/2013 15:00,56.27211952,-95.21242623,-432.8451434,551.2614409,17921.98204,-0.428664931,6.771259312,-0.428664931,12.07448449
2456360.167,3/8/2013 16:00,68.01891899,-115.0880109,-523.2015249,667.9811132,21663.30028,-0.59933629,6.777074262,-0.59933629,10.23193155
2456360.208,3/8/2013 17:00,65.96655566,-111.6154122,-507.4147461,647.5882244,21009.62909,-0.589656029,0.2597915,-0.589656029,-0.155118404
2456360.25,3/8/2013 18:00,48.59495137,-82.22265772,-373.792366,474.9788284,15476.82842,-0.356737031,12.30767998,-0.356737031,-2.401393586
2456360.292,3/8/2013 19:00,18.28202526,-30.93318673,-140.6253383,173.7806326,5822.257954,0.083673862,0.697678427,0.083673862,15.02466708
2456360.333,3/8/2013 20:00,-19.18612292,32.46291997,147.5796575,-198.513965,-6111.227965,0.639609737,7.390521523,0.639609737,5.641771352
2456360.375,3/8/2013 21:00,-55.93181837,94.63663668,430.2275469,-563.6300588,-17814.61499,1.221019988,14.99188439,1.221019988,9.493162245
2456360.417,3/8/2013 22:00,-83.81879742,141.8214052,644.7341898,-840.7233273,-26696.52905,1.682539666,10.10392975,1.682539666,20.49934312
2456360.458,3/8/2013 23:00,-96.38238401,163.0789937,741.3732978,-965.5588381,-30697.99138,1.908211455,14.77674433,1.908211455,24.19294829
2456360.5,3/9/2013 0:00,-90.41331846,152.9793348,695.4592456,-906.2484381,-28796.86301,1.843591571,8.764461549,1.843591571,23.35674005
2456360.542,3/9/2013 1:00,-66.81736267,113.0549776,513.9591536,-671.7920452,-21281.6262,1.477501665,27.38845463,1.477501665,10.65880873
2456360.583,3/9/2013 2:00,-30.52146941,51.64232625,234.7711427,-311.1453191,-9721.49974,0.8903972,18.06914794,0.8903972,11.4986953
2456360.625,3/9/2013 3:00,10.59369732,-17.92453586,-81.48671976,97.38713313,3373.549979,0.167175177,18.34205534,0.167175177,24.45931487
2456360.667,3/9/2013 4:00,47.52406485,-80.41071773,-365.5551068,464.3381833,15135.75448,-0.539544426,12.37863632,-0.539544426,19.34891162
2456360.708,3/9/2013 5:00,72.32121008,-122.3674875,-556.2947479,710.7299495,23033.56629,-1.08602309,12.51822122,-1.08602309,1.134266897
2456360.75,3/9/2013 6:00,80.08416305,-135.5024039,-616.0073822,787.8649453,25506.0421,-1.405876138,10.84852242,-1.405876138,0.707329258
2456360.792,3/9/2013 7:00,70.23240613,-118.8332312,-540.227668,689.9749759,22368.28889,-1.447649613,0.060046155,-1.447649613,5.892658981
2456360.833,3/9/2013 8:00,46.67998693,-78.98253788,-359.0624594,455.9511755,14866.91834,-1.248662383,4.451607793,-1.248662383,-1.148113725
2456360.875,3/9/2013 9:00,16.80911483,-28.44102229,-129.2957112,159.1453591,5353.14067,-0.883023481,1.864456237,-0.883023481,12.56594879
2456360.917,3/9/2013 10:00,-10.52040391,17.80052342,80.92294688,-112.408819,-3351.224048,-0.470450759,-2.631198083,-0.470450759,12.70458954
2456360.958,3/9/2013 11:00,-27.39436064,46.35125821,210.7174221,-280.0734418,-8725.525551,-0.136334555,5.233545815,-0.136334555,5.220874469
2456361,3/9/2013 12:00,-29.01950493,49.10100233,223.2180319,-296.2213559,-9243.128832,0.047721563,9.538615795,0.047721563,9.719450689
2456361.042,3/9/2013 13:00,-15.02925571,25.42950066,115.6050349,-157.2101035,-4787.278991,0.034375781,7.917272907,0.034375781,18.36872676
2456361.083,3/9/2013 14:00,10.44746813,-17.67711608,-80.36192488,95.93415673,3326.97645,-0.146994767,17.02812481,-0.146994767,7.552665708
2456361.125,3/9/2013 15:00,39.95545009,-67.60462155,-307.3373221,389.1341894,12725.17477,-0.429678468,12.53637547,-0.429678468,18.74598765
2456361.167,3/9/2013 16:00,64.76740823,-109.5864547,-498.1909041,635.673141,20627.70445,-0.701358303,1.058584284,-0.701358303,14.80053016
2456361.208,3/9/2013 17:00,77.23971173,-130.6895922,-594.1278626,759.601636,24600.09341,-0.84783699,6.797407858,-0.84783699,15.86492626
2456361.25,3/9/2013 18:00,72.83756383,-123.241158,-560.266541,715.860593,23198.02332,-0.792775718,5.50953159,-0.792775718,5.794304304
2456361.292,3/9/2013 19:00,51.32325986,-86.83895568,-394.7785148,502.0881081,16345.78599,-0.497271541,-0.094129729,-0.497271541,4.76695775
2456361.333,3/9/2013 20:00,16.84279829,-28.49801471,-129.5548045,159.480048,5363.868748,-0.005275736,10.76291417,-0.005275736,4.971711508
2456361.375,3/9/2013 21:00,-23.07313759,39.0397488,177.4785744,-237.136492,-7349.229765,0.620904919,1.793047025,0.620904919,3.473731583
2456361.417,3/9/2013 22:00,-59.32655737,100.3805351,456.3398793,-597.3611891,-18895.82856,1.245116207,12.5415507,1.245116207,9.812539144
2456361.458,3/9/2013 23:00,-83.44589981,141.1904625,641.8658613,-837.0181064,-26577.76234,1.723023799,16.12449801,1.723023799,3.574886826
2456361.5,3/10/2013 0:00,-89.6409447,151.6724784,689.5181466,-898.573904,-28550.86442,1.968510789,19.73464655,1.968510789,14.41798459
2456361.542,3/10/2013 1:00,-76.2391346,128.9966157,586.4314234,-765.4095567,-24282.43057,1.906904757,9.834200898,1.906904757,12.77818546
2456361.583,3/10/2013 2:00,-46.15897466,78.10098512,355.0548331,-466.5241943,-14701.99538,1.555570921,8.285857359,1.555570921,11.48676948
2456361.625,3/10/2013 3:00,-6.287553025,10.63853972,48.36385787,-70.34996116,-2003.074515,0.966656421,14.18588658,0.966656421,26.63868649
2456361.667,3/10/2013 4:00,34.12203283,-57.73447955,-262.4666765,331.1716309,10867.24994,0.264584851,6.244604895,0.264584851,12.04659235
2456361.708,3/10/2013 5:00,65.68051414,-111.1314299,-505.2145147,644.7460313,20918.52578,-0.395785494,10.81738302,-0.395785494,5.677305366
2456361.75,3/10/2013 6:00,81.194125,-137.3804595,-624.5452095,798.8938554,25859.56145,-0.921157349,18.06036227,-0.921157349,15.12282258
2456361.792,3/10/2013 7:00,77.51210486,-131.1504814,-596.2231106,762.3082147,24686.84976,-1.208004773,-1.758585264,-1.208004773,5.166817726
2456361.833,3/10/2013 8:00,56.3865096,-95.40597424,-433.7250318,552.3980545,17958.41492,-1.233052726,7.230096596,-1.233052726,3.742851486
2456361.875,3/10/2013 9:00,24.06714598,-40.721611,-185.1244869,231.2633025,7664.800488,-1.035074038,-4.146160677,-1.035074038,-0.569924836
2456361.917,3/10/2013 10:00,-10.31672823,17.45590416,79.35627354,-110.3850372,-3286.353992,-0.700379347,-4.177256963,-0.700379347,-0.988885445
2456361.958,3/10/2013 11:00,-37.18921867,62.92415798,286.05947,-377.3980469,-11845.15665,-0.35396565,-0.230556224,-0.35396565,14.37231159
2456362,3/10/2013 12:00,-49.11929229,83.10984256,377.8255963,-495.9387856,-15644.84712,-0.089716569,14.58703267,-0.089716569,1.74006371
2456362.042,3/10/2013 13:00,-42.84247,72.48945923,329.5442792,-433.5704235,-13645.6992,0.004458538,18.82950758,0.004458538,17.95787633
2456362.083,3/10/2013 14:00,-20.13491461,34.06827552,154.8777632,-207.9414398,-6413.415099,-0.091365201,14.21147007,-0.091365201,18.12257765
2456362.125,3/10/2013 15:00,12.70421682,-21.49553486,-97.72083579,118.3578789,4045.743723,-0.346592396,9.128568086,-0.346592396,14.11851655
2456362.167,3/10/2013 16:00,46.59864712,-78.84491092,-358.4367936,455.1429591,14841.01187,-0.674442103,13.12205753,-0.674442103,19.38140458
2456362.208,3/10/2013 17:00,72.15884299,-122.0927623,-555.0458203,709.1166221,22981.85289,-0.95465873,3.504581485,-0.95465873,5.304264022
2456362.25,3/10/2013 18:00,82.17459524,-139.0394152,-632.0869866,808.6360976,26171.8381,-1.090977087,1.039262156,-1.090977087,0.380323155
2456362.292,3/10/2013 19:00,73.47624455,-124.3218058,-565.179273,722.2067134,23401.44109,-0.996448424,5.762029636,-0.996448424,6.998957701
2456362.333,3/10/2013 20:00,47.71064218,-80.72640656,-366.9902596,466.1920708,15195.17876,-0.658915838,2.647744142,-0.658915838,-2.953456934
2456362.375,3/10/2013 21:00,10.88202194,-18.41238112,-83.70451274,100.2520118,3465.380453,-0.101834652,2.855130792,-0.101834652,1.92260186
2456362.417,3/10/2013 22:00,-28.18073058,47.68179614,216.7661796,-287.887046,-8975.981873,0.572283668,-2.992065723,0.572283668,15.10769063
2456362.458,3/10/2013 23:00,-60.02390908,101.5604542,461.7039087,-604.2902819,-19117.93286,1.216502278,10.79906358,1.216502278,17.00957672
2456362.5,3/11/2013 0:00,-76.89453376,130.1055511,591.4727537,-771.9217965,-24491.17311,1.728346346,8.868040739,1.728346346,4.340015636
2456362.542,3/11/2013 1:00,-74.64055061,126.2918116,574.1351153,-749.5255535,-23773.28665,1.982961594,10.61706543,1.982961594,8.926122642
2456362.583,3/11/2013 2:00,-53.74232593,90.93201548,413.3859711,-541.8746146,-17117.26862,1.931440937,21.09135445,1.931440937,11.68492033
2456362.625,3/11/2013 3:00,-19.23152004,32.5397319,147.9288521,-198.9650442,-6125.686803,1.583896314,11.6881116,1.583896314,18.7991263
2456362.667,3/11/2013 4:00,20.49507558,-34.67766789,-157.6481214,195.7701549,6527.107438,1.014270342,23.30134933,1.014270342,25.08024129
2456362.708,3/11/2013 5:00,55.70451682,-94.25204246,-428.4791434,545.6215726,17741.20239,0.360753183,17.0389424,0.360753183,23.7266523
2456362.75,3/11/2013 6:00,77.73104022,-131.5209201,-597.9071614,764.4836212,24756.57997,-0.273063657,17.18177933,-0.273063657,3.766172468
2456362.792,3/11/2013 7:00,81.1740737,-137.3465327,-624.3909749,798.6946198,25853.17518,-0.750280169,-0.295768373,-0.750280169,6.791943101
2456362.833,3/11/2013 8:00,65.32898688,-110.5366458,-502.5105671,641.2531525,20806.56546,-0.991466766,12.20212641,-0.991466766,-2.54395931
2456362.875,3/11/2013 9:00,34.44758304,-58.2853105,-264.9708087,334.406394,10970.93665,-0.99320879,12.92184987,-0.99320879,1.792823239
2456362.917,3/11/2013 10:00,-3.294193699,5.573775739,25.33893793,-40.60705791,-1049.699099,-0.793345511,7.560871375,-0.793345511,9.088408195
2456362.958,3/11/2013 11:00,-37.90039106,64.12746167,291.529808,-384.4644661,-12071.66279,-0.494451189,0.414132592,-0.494451189,16.48125405
2456363,3/11/2013 12:00,-60.1959258,101.8515065,463.0270613,-605.9994909,-19172.71964,-0.196025105,3.614975287,-0.196025105,16.24772418
2456363.042,3/11/2013 13:00,-64.28672287,108.7731351,494.4934723,-646.64686,-20475.62548,-0.011030189,8.271348521,-0.011030189,11.613046
2456363.083,3/11/2013 14:00,-49.14519302,83.15366659,378.0248247,-496.1961429,-15653.09642,-0.005123376,14.94434247,-0.005123376,3.901225033
2456363.125,3/11/2013 15:00,-18.86605623,31.92136715,145.1177045,-195.3336878,-6009.287745,-0.189253058,20.03452292,-0.189253058,9.658952658
2456363.167,3/11/2013 16:00,18.47690199,-31.26291817,-142.1243301,175.7169854,5884.325574,-0.517483711,21.11499402,-0.517483711,19.30227647
2456363.208,3/11/2013 17:00,53.03571162,-89.73642406,-407.9506938,519.1035351,16891.19643,-0.884644945,6.53021036,-0.884644945,8.23107723
2456363.25,3/11/2013 18:00,75.82235719,-128.2914284,-583.2255715,745.5183823,24148.6705,-1.19161852,8.087073115,-1.19161852,9.94658672
2456363.292,3/11/2013 19:00,81.04520924,-137.128494,-623.3997494,797.4141843,25812.13225,-1.318585377,9.886714057,-1.318585377,12.37797562
2456363.333,3/11/2013 20:00,67.54021351,-114.2780413,-519.5193223,663.2245541,21510.83411,-1.199131291,7.060077336,-1.199131291,6.059389979
2456363.375,3/11/2013 21:00,38.96600613,-65.93048238,-299.7265192,379.3027817,12410.04002,-0.813650692,-5.540306085,-0.813650692,3.582328243
2456363.417,3/11/2013 22:00,2.770444217,-4.687591615,-21.31025691,19.65297741,881.8687713,-0.212495776,-3.112549245,-0.212495776,13.47815619
2456363.458,3/11/2013 23:00,-31.75986055,53.73768405,244.2968473,-323.4503395,-10115.92337,0.4811405,-0.673768173,0.4811405,4.051638771
2456363.5,3/12/2013 0:00,-55.85402288,94.50500671,429.629144,-562.8570598,-17789.83738,1.166663579,19.35067254,1.166663579,8.532475467
2456363.542,3/12/2013 1:00,-63.43532275,107.3325661,487.9445026,-638.1870967,-20204.45725,1.691394826,20.54056112,1.691394826,17.39530977
2456363.583,3/12/2013 2:00,-52.60954148,89.01534419,404.6725931,-530.6189334,-16756.48038,1.948885522,15.50727551,1.948885522,21.17454448
2456363.625,3/12/2013 3:00,-26.12293296,44.20000257,200.9376003,-267.4401604,-8320.579881,1.905414932,9.505320047,1.905414932,12.30183648
2456363.667,3/12/2013 4:00,9.309833696,-15.75223861,-71.61124079,84.63028463,2964.643503,1.57125781,13.08703763,1.57125781,15.00066338
2456363.708,3/12/2013 5:00,44.64960091,-75.54712473,-343.4447302,435.7766597,14220.24686,1.043202827,26.33206834,1.043202827,22.25116051
2456363.75,3/12/2013 6:00,70.76622933,-119.73646,-544.333836,695.279201,22538.30987,0.416698338,8.725658601,0.416698338,23.24613592
2456363.792,3/12/2013 7:00,80.73399807,-136.6019247,-621.0059131,794.3218982,25713.01249,-0.162548936,9.093108677,-0.162548936,13.68093771
2456363.833,3/12/2013 8:00,71.62762166,-121.1939359,-550.9596658,703.8382499,22812.66059,-0.573371265,3.944279979,-0.573371265,5.93421066
2456363.875,3/12/2013 9:00,45.35182626,-76.73529003,-348.8462476,442.7541784,14443.9034,-0.770814581,5.571797305,-0.770814581,0.549683451
2456363.917,3/12/2013 10:00,8.252663204,-13.96350614,-63.47948537,74.12592607,2627.938067,-0.73783173,7.60994964,-0.73783173,13.71840964
