xl_time,date_time,V_ugal,vert_mm,areal_mm,WDD_tam,potential,dilation_ppb,wl_ft,dbp,dwl,resid,bp
39933.64583333349,39933.645833333489,-98.926883516760697,167.38428691035909,760.9455880109233,90.42170080489727,-31508.40637258437,37.751060230516067,92.432000000000002,0.0,0.0,0.0,703.22400000000005
39933.65625,39933.656250000153,-102.58451955113871,173.57300708052671,789.08012438735909,94.056036105530751,-32673.351805961523,39.146857436672462,92.432000000000002,-2.7204243302492159e-09,0.024812016570241013,0.024812017168046076,703.22400000000005
39933.66666666651,39933.666666666824,-105.46380058431899,178.44475058866772,811.22755409458171,96.91697486514984,-33590.39364924137,40.245625160983643,92.429000000000002,-0.090574068758725534,-0.049624033140482027,-0.029720653794210253,703.2240000048057
39933.67708333349,39933.677083333489,-107.52213271559171,181.92744855478117,827.06024484833142,98.962194524733803,-34245.96588063956,41.031109066754752,92.435000000000002,0.05547661837416662,0.0082706721901195102,0.0032142398413133313,703.38400000000001
39933.6875,39933.687500000153,-108.72641167146935,183.96508854812615,836.32355857694233,100.15880169942783,-34629.524894433132,41.49067617136766,92.433999999999997,-0.027738309901797376,-0.0082706721901195102,-0.0040266607014229714,703.28600000071867
39933.69791666651,39933.697916666824,-109.05363997048102,184.51875883005388,838.84059865294,100.48394541172904,-34733.746065982872,41.615550363671886,92.435000000000002,-0.030568748206090568,-0.016541344380121503,-0.0073371289270823502,703.33500000162189
39933.70833333349,39933.708333333489,-108.49138743523845,183.56742754042347,834.51575215185426,99.925274669890115,-34554.670423360345,41.400988140840063,92.436999999999998,-0.015284375267934802,-0.033082688760360524,-0.025903802367327058,703.38900000000001
39933.71875,39933.718750000153,-107.03808424398544,181.10843854082336,823.33694400473598,98.481229652602792,-34091.797983333505,40.846390440308042,92.441000000000003,-0.048117475481566085,-0.05789470533048402,-0.044450576207977724,703.41600000124686
39933.72916666651,39933.729166666824,-104.7031390110682,177.15771120672738,805.37654527313668,96.161159037244261,-33348.125359620622,39.9553477006801,92.447999999999993,-0.023775693049195912,-0.049624033140482027,-0.036372715496141697,703.50100000126145
39933.73958333349,39933.739583333489,-101.50687792148584,171.74963744315403,780.79090497206914,92.985259522166942,-32330.126377438341,38.735616634752951,92.453999999999994,0.080384488437791113,-0.01654134438023902,-0.030126027257935496,703.54300000000001
39933.75,39933.750000000153,-97.480304625928127,164.93667542707038,749.81850318263923,88.984337251309555,-31047.675600835577,37.199028602620032,92.456000000000003,1.4792398417284858e-09,-0.05789470533048402,-0.059117381327738222,703.40099999999995
39933.76041666651,39933.760416666824,-92.664684330643567,156.78864588744892,712.77675187131035,84.199394553593635,-29513.915866640466,35.361330895442009,92.462999999999994,0.049249649887551428,-0.024812016570241013,-0.033244800600512929,703.40099999738686
39933.77083333349,39933.770833333489,-87.11095919249081,147.39174295369443,670.05749810863938,78.681049062162998,-27745.072089645269,33.241963643278453,92.465999999999994,0.033399190510349452,-0.057894705330601481,-0.066387780326781387,703.31399999999996
39933.78125,39933.781250000153,-80.879005653296048,136.84727756537691,622.12131148515323,72.488795779844608,-25760.214725963357,30.863776405087691,92.472999999999999,0.11265149986876111,-0.024812016570241013,-0.051141987153375243,703.25499999708097
39933.79166666651,39933.791666666824,-74.036747623312934,125.27017697864548,569.49066271852314,65.69012591201583,-23580.977324784257,28.252689749037831,92.475999999999999,0.0039626155082532755,-0.041353360950362572,-0.04878813884328264,703.05599999978983
39933.80208333349,39933.802083333489,-66.659142365239092,112.78726888198455,512.74212307341918,58.359519210981261,-21231.233535661213,25.437308253843415,92.480999999999995,0.064534027531537141,-0.066165377520721047,-0.083352968898062069,703.04899999999998
39933.8125,39933.812500000153,-58.827058457389761,99.535382909903475,452.49773365424204,50.577329087009375,-18736.739743353828,22.448492326230891,92.489000000000004,0.10925497502656967,-0.041353360950362461,-0.071116864189526369,702.93499999716892
39933.82291666651,39933.822916666824,-50.626067266505984,85.659305814928118,389.41570941396401,42.428581779984995,-16124.750155764663,19.318897012656915,92.494,0.096801035985878858,-0.066165377520603585,-0.10140944327958835,702.74199999486393
39933.83333333349,39933.833333333489,-42.145170885157022,71.309629137685675,324.18065444862782,34.00171240040423,-13423.611656051322,16.082486565163688,92.501999999999995,0.099631479424232339,-0.01654134438023902,-0.052114751640861205,702.57100000000003
39933.84375,39933.843750000153,-33.475490454263188,56.640529848613312,257.49347257419248,25.387261607853777,-10662.346037525533,12.77403388972734,92.504000000000005,0.054344443076518312,-0.07443604971072304,-0.10646625332217267,702.39499999859186
39933.85416666651,39933.854166666824,-24.708939183724024,41.807525098861049,190.06116020120521,16.676557085075384,-7870.2273649474628,9.4286141552222063,92.513000000000005,0.032833099925055675,-0.066165377520603474,-0.087823100669057574,702.29899999825795
39933.86458333349,39933.864583333489,-15.936904203088346,26.96524191162548,122.58666713015558,7.9604037858209047,-5076.362148160275,6.0811017720335654,92.521000000000001,0.05208009329263219,-0.057894705330601592,-0.086734312321916723,702.24099999999999
39933.875,39933.875000000153,-7.2489606442376955,12.26524141005018,55.759005275476355,-0.67219379061115703,-2309.2797815183494,2.7656796707882507,92.528000000000006,0.14944721761878421,-0.066165377520603474,-0.11963525930410389,702.1489999961276
39933.88541666651,39933.885416666824,1.268359892437694,-2.146064938004578,-9.7562242926307423,-9.1352552877931217,403.45969571525836,-0.48463066553027084,92.536000000000001,0.062269672271663801,-0.07443604971072304,-0.11657341748984769,701.88499999669614
39933.89583333349,39933.895833333489,9.5327260490107779,-16.129372474926235,-73.325728768990913,-17.346973834387605,3035.6340081311378,-3.6384106161807552,92.545000000000002,0.071893170000477236,-0.049624033140482027,-0.091975166739709541,701.77499999999998
39933.90625,39933.906250000153,17.467070279841145,-29.554282913491217,-134.35670459253811,-25.230772838568193,5562.6973877765586,-6.6662502934982841,92.551000000000002,0.052080092002858569,-0.057894705330601592,-0.09752396533831259,701.64799999865056
39933.91666666651,39933.916666666824,25.000543410387273,-42.300919450375268,-192.30417991269891,-32.716254465876553,7962.0845980984759,-9.541112813836131,92.558000000000007,0.055476617114769144,-0.041353360950362461,-0.082417099551421374,701.55599999705657
39933.92708333349,39933.927083333489,32.069347021674282,-54.261335160672886,-246.67741729071861,-39.74002672103876,10213.476045746726,-12.238651945331601,92.563000000000002,0.080384489367746115,-0.024812016570241013,-0.071473968428047402,701.45799999999997
39933.9375,39933.937500000153,38.617433371225033,-65.340697264112748,-297.04529749146297,-46.246398910095408,12299.020703162478,-14.737479206018287,92.566000000000003,0.063401854580271921,-0.041353360950362461,-0.086751732583628449,701.31599999835714
39933.94791666651,39933.947916666824,44.597065526029169,-75.458234870041352,-343.04062802621644,-52.187938205079774,14203.51450914578,-17.019377617197364,92.570999999999998,0.18228031337699779,-0.024812016570241013,-0.098373477908612145,701.20399999032861
39933.95833333349,39933.958333333489,49.96923335110278,-84.547942830065907,-384.36334293668256,-57.525882982549277,15914.532859887557,-19.069460449596001,92.573999999999998,0.0011321776289068275,-0.033082688760360579,-0.076347641869878885,700.88199999999995
39933.96875,39933.968750000153,54.703923898054029,-92.559039235507413,-420.78258262383162,-62.230411489658309,17422.51672686703,-20.876274406844601,92.578000000000003,0.11831238193962768,-0.041353360950362461,-0.09977150573300117,700.87999999693432
39933.97916666651,39933.979166666824,58.780247496120595,-99.456178763436043,-452.13766374015967,-66.280767131940763,18720.812816445741,-22.43184774330923,92.582999999999998,0.093404508407495923,0.016541344380121448,-0.046420693842104011,700.67099999504421
39933.98958333349,39933.989583333489,62.186423406669888,-105.21942840408545,-478.33796884410481,-69.665244219197433,19805.669000871545,-23.731684789679097,92.581000000000003,0.021511340739050033,-0.024812016570241013,-0.066415324979815005,700.50599999999997
39934.0,39934.000000000153,64.919631208834105,-109.8440160053473,-499.36180325835193,-72.381040297869163,20676.18698507646,-24.774709239965716,92.584000000000003,-0.08434710017531788,-0.024812016570241013,-0.043565409776930811,700.46800000218559
39934.01041666651,39934.010416666824,66.985736100115616,-113.33986548139562,-515.25428208208939,-74.433983201597087,21334.234815793952,-25.563159322962338,92.587000000000003,0.088309717039760538,0.0,-0.045997530175758167,700.61699999531447
39934.02083333349,39934.020833333489,68.398897994882063,-115.73093540734045,-526.1243233766329,-75.838142639930368,21784.322380674017,-26.102438629602563,92.587000000000003,-0.0062269666336555174,0.041353360950480145,0.0085525391834698622,700.46100000000001
39934.03125,39934.031250000153,69.181075669805537,-117.05438003331096,-532.14083405214421,-76.615337502574818,22033.443480184022,-26.400926888990497,92.581999999999994,0.053212268865855838,0.008270672190001882,-0.0332897943446607,700.47199999862119
39934.04166666651,39934.041666666824,69.361438235506768,-117.35955349447745,-533.52818290751816,-76.794551080218909,22090.888383200887,-26.469755379013776,92.581000000000003,0.088309717039824875,0.024812016570241013,-0.028493896220795428,700.37799999531455
39934.05208333349,39934.052083333489,68.975696914543875,-116.70687917940823,-530.56106066667155,-76.411267099387601,21968.031000427694,-26.322551924914322,92.578000000000003,-0.022643519796226197,0.033082688760360579,0.0036783220124808474,700.22199999999998
39934.0625,39934.062500000153,68.065370494174104,-115.16660687614258,-523.55882984118728,-75.506739854589782,21678.094933436638,-25.97516058736738,92.573999999999998,-0.13133240052823669,0.016541344380121448,0.023079610519973828,700.26200000340305
39934.07291666651,39934.072916666824,66.676997922211697,-112.81748048438219,-512.87946801765247,-74.127211820283236,21235.902688956321,-25.445341179740389,92.572000000000003,0.039626155082014836,0.066165377520721158,0.044057396822284219,700.49399999789762
39934.08333333349,39934.083333333489,64.861311357284961,-109.74533881652616,-498.91320696023593,-72.323091969161609,20657.61229801114,-24.75245369428248,92.563999999999993,-0.018680901196339472,0.057894705330483909,0.043137598158031309,700.42399999999998
39934.09375,39934.093750000153,62.672382605395207,-106.04167136832869,-482.07596700069996,-70.148107646283961,19960.445458682483,-23.917132572211713,92.557000000000002,0.071327079325470111,0.066165377520603474,0.040200434206173023,700.45699999815179
39934.10416666651,39934.104166666824,60.166755312607208,-101.80214998893139,-462.80268186457465,-67.658442290075641,19162.411142243207,-22.960955538173547,92.549000000000007,-0.03056874820609079,0.057894705330601592,0.045780048820195055,700.33100000162187
