phs_ab_O1, phs_ac_O1, phs_ac_O1, phs_ad_O1, phs_ae_O1, phs_af_O1, phs_ag_O1, phs_ah_O1, phs_ab_M2, phs_ac_M2, phs_ad_M2, phs_ae_M2, phs_af_M2, phs_ag_M2, phs_ah_M2, taamp_O1, tbamp_O1, tgamp_O1, thamp_O1, taamp_M2, tbamp_M2, tgamp_M2, thamp_M2, phs_ab_O1M2, phs_ac_O1M2, phs_ad_O1M2, phs_ae_O1M2, phs_af_O1M2, phs_ag_O1M2, phs_ah_O1M2
8.0512569634495605,4.5907086199251523,4.5907086199251523,-4.6550720785141664,-339.09941498404748,-22.24079197389571,4.590827901501001,-4.6549587993368107,7.2464497018874212,4.106320561425747,-4.1063188010910068,19.323889065974413,-19.323848145654921,4.1063205691329614,-4.1063189437120684,0.351473907154235,0.3565038851270292,0.1652744128330252,0.16299089013527934,149.99908456632556,149.99900181991,69.99955231987984,69.99958559602307,"[ -2.12431282e-04  -2.65720758e-04  -4.72237107e-02  -8.15661545e-05
  -1.04165952e-02]","[ -1.18593513e-04  -1.40903227e-04  -2.89247225e-02  -4.16908128e-05
  -5.90273586e-03]","[  1.24195506e-04   9.69988640e-05   3.50093059e-02   2.90771645e-05
   1.04088601e+00]","[ -5.57446740e-04  -8.05980729e-04  -9.51347779e-02  -2.99997881e+02
  -1.32150672e+00]","[  6.01709685e-04   2.51931576e-03  -3.58445465e-01   1.98970229e-05
  -1.00720572e+00]","[  1.07282429e-04   6.07649865e-04  -2.89471427e-02  -7.99995316e+01
  -5.90273589e-03]","[  2.28835455e-04   7.22308825e-04   3.50275758e-02  -7.99994986e+01
   5.90273310e-03]"
-8.0512569634495428,-4.590708619925147,-4.590708619925147,4.6550720785141664,-20.900889095200789,22.240791973895718,-4.5908279015009921,4.6549587993368213,-7.2464497018874283,-4.1063205614257328,4.1063188010909926,-19.323889065974399,19.323848145654921,-4.1063205691329614,4.1063189437120684,0.351473907154235,0.3565038851270292,0.1652744128330252,0.16299089013527934,149.99908456632556,149.99900181991,69.99955231987984,69.99958559602307,-0.010416595899166659,-0.0059027365223363049,0.0059027309311927567,-1.8389983576468332,0.027777559976663646,-0.0059027364302339791,0.005902732524726062
-8.0512569634495428,-4.590708619925147,-4.590708619925147,4.6550720785141664,-20.900889095200789,22.240791973895718,-4.5908279015009921,4.6549587993368213,-0.010416595587925181,0.51158890354058895,0.0059027325085632132,-0.027777619497569628,-1.0072057198936242,-0.0059027388798253977,-0.51158890767953469,0.351473907154235,0.3565038851270292,0.1652744128330252,0.16299089013527934,149.99908229545582,149.99900028132151,69.999551849153917,69.999585434811067,-0.010416595899166659,-0.0059027365223363049,0.0059027309311927567,-1.8389983576468332,0.027777559976663646,-0.0059027364302339791,0.005902732524726062
16.102513926899086,9.181417239850294,9.181417239850294,-9.3101441570283328,41.801778190401578,-44.481583947791435,9.1816558030019841,-9.3099175986736427,14.492899403774857,8.2126411228514655,-8.2126376021819851,38.647778131948797,-38.647696291309842,8.2126411382659228,-8.2126378874241368,0.351473907154235,0.3565038851270292,0.1652744128330252,0.16299089013527934,149.99908456632556,149.99900181991,69.99955231987984,69.99958559602307,-0.010416595899166659,-0.0059027365223363049,0.0059027309311927567,-1.8389983576468332,0.027777559976663646,-0.0059027364302339791,0.005902732524726062
16.102513926899086,9.181417239850294,9.181417239850294,-9.3101441570283328,41.801778190401578,-44.481583947791435,9.1816558030019841,-9.3099175986736427,14.492899403774857,8.2126411228514655,-8.2126376021819851,38.647778131948797,-38.647696291309842,8.2126411382659228,-8.2126378874241368,0.351473907154235,0.3565038851270292,0.1652744128330252,0.16299089013527934,149.99908456632556,149.99900181991,69.99955231987984,69.99958559602307,-0.010416595899166659,-0.0059027365223363049,0.0059027309311927567,-1.8389983576468332,0.027777559976663646,-0.0059027364302339791,0.005902732524726062
16.102513926899086,9.181417239850294,9.181417239850294,-9.3101441570283328,41.801778190401578,-44.481583947791435,9.1816558030019841,-9.3099175986736427,14.492899403774857,8.2126411228514655,-8.2126376021819851,38.647778131948797,-38.647696291309842,8.2126411382659228,-8.2126378874241368,0.351473907154235,0.3565038851270292,0.1652744128330252,0.16299089013527934,149.99908456632556,149.99900181991,69.99955231987984,69.99958559602307,-0.010416595899166659,-0.0059027365223363049,0.0059027309311927567,-1.8389983576468332,0.027777559976663646,-0.0059027364302339791,0.005902732524726062
16.102513926899086,9.181417239850294,9.181417239850294,-9.3101441570283328,41.801778190401578,-44.481583947791435,9.1816558030019841,-9.3099175986736427,14.492899403774857,8.2126411228514655,-8.2126376021819851,38.647778131948797,-38.647696291309842,8.2126411382659228,-8.2126378874241368,0.351473907154235,0.3565038851270292,0.1652744128330252,0.16299089013527934,149.99908456632556,149.99900181991,69.99955231987984,69.99958559602307,-0.010416595899166659,-0.0059027365223363049,0.0059027309311927567,-1.8389983576468332,0.027777559976663646,-0.0059027364302339791,0.005902732524726062
16.102513926899086,9.181417239850294,9.181417239850294,-9.3101441570283328,41.801778190401578,-44.481583947791435,9.1816558030019841,-9.3099175986736427,14.492899403774857,8.2126411228514655,-8.2126376021819851,38.647778131948797,-38.647696291309842,8.2126411382659228,-8.2126378874241368,0.351473907154235,0.3565038851270292,0.1652744128330252,0.16299089013527934,149.99908456632556,149.99900181991,69.99955231987984,69.99958559602307,-0.010416595899166659,-0.0059027365223363049,0.0059027309311927567,-1.8389983576468332,0.027777559976663646,-0.0059027364302339791,0.005902732524726062
16.102513926899086,9.181417239850294,9.181417239850294,-9.3101441570283328,41.801778190401578,-44.481583947791435,9.1816558030019841,-9.3099175986736427,14.492899403774857,8.2126411228514655,-8.2126376021819851,38.647778131948797,-38.647696291309842,8.2126411382659228,-8.2126378874241368,0.351473907154235,0.3565038851270292,0.1652744128330252,0.16299089013527934,149.99908456632556,149.99900181991,69.99955231987984,69.99958559602307,-0.010416595899166659,-0.0059027365223363049,0.0059027309311927567,-1.8389983576468332,0.027777559976663646,-0.0059027364302339791,0.005902732524726062
16.102513926899086,9.181417239850294,9.181417239850294,-9.3101441570283328,41.801778190401578,-44.481583947791435,9.1816558030019841,-9.3099175986736427,14.492899403774857,8.2126411228514655,-8.2126376021819851,38.647778131948797,-38.647696291309842,8.2126411382659228,-8.2126378874241368,0.351473907154235,0.3565038851270292,0.1652744128330252,0.16299089013527934,149.99908456632556,149.99900181991,69.99955231987984,69.99958559602307,-0.010416595899166659,-0.0059027365223363049,0.0059027309311927567,-1.8389983576468332,0.027777559976663646,-0.0059027364302339791,0.005902732524726062
