date_time,dilation_ppb,wl_ft
39910.32321,3.655603304,92.588
39910.33363,8.10795704,92.576
39910.34404,12.46022329,92.565
39910.35446,16.6460276,92.548
39910.36488,20.60149147,92.535
39910.37529,24.26620822,92.511
39910.38571,27.58416642,92.497
39910.39613,30.50460738,92.478
39910.40654,32.98280411,92.456
39910.41696,34.98075031,92.441
39910.42738,36.46774901,92.424
39910.43779,37.42089203,92.407
39910.44821,37.82542269,92.393
39910.45863,37.67497608,92.38
39910.46904,36.97169258,92.368
39910.47946,35.72620237,92.353
39910.48988,33.95748029,92.349
39910.5003,31.69257237,92.344
39910.51071,28.96619719,92.339
39910.52113,25.82022712,92.336
39910.53155,22.30305618,92.335
39910.54196,18.4688632,92.342
39910.55238,14.37678048,92.343
39910.5628,10.08997988,92.352
39910.57321,5.674689322,92.361
39910.58363,1.199154576,92.37
39910.59405,-3.267438425,92.383
39910.60446,-7.656064054,92.396
39910.61488,-11.89896323,92.41
39910.6253,-15.93073785,92.426
39910.63571,-19.68941581,92.443
39910.64613,-23.11746897,92.461
39910.65655,-26.16276705,92.48
39910.66696,-28.77945082,92.497
39910.67738,-30.9287094,92.515
39910.6878,-32.57944725,92.53
39910.69821,-33.70882839,92.547
39910.70863,-34.30268691,92.559
39910.71905,-34.35579523,92.572
39910.72947,-33.87198344,92.579
39910.73988,-32.86410591,92.584
39910.7503,-31.35385363,92.589
39910.76072,-29.37141378,92.586
39910.77113,-26.95498046,92.586
39910.78155,-24.15012349,92.582
39910.79197,-21.00902488,92.575
39910.80238,-17.58959499,92.563
39910.8128,-13.95448298,92.541
39910.82322,-10.16999829,92.532
39910.83363,-6.304961668,92.515
39910.84405,-2.429506085,92.492
39910.85447,1.386151303,92.475
39910.86488,5.072943803,92.451
39910.8753,8.564174057,92.432
39910.88572,11.79669472,92.409
39910.89613,14.7120291,92.384
39910.90655,17.25741098,92.356
39910.91697,19.38672418,92.33
39910.92738,21.06132443,92.305
39910.9378,22.25072823,92.284
39910.94822,22.93315583,92.256
39910.95863,23.09591857,92.237
39910.96905,22.73564343,92.212
39910.97947,21.85833113,92.187
39910.98989,20.47924703,92.162
39911.0003,18.62264753,92.148
39911.01072,16.32134758,92.137
39911.02114,13.61613791,92.125
39911.03155,10.55506359,92.122
39911.04197,7.192577593,92.12
39911.05239,3.588585593,92.12
39911.0628,-0.192600148,92.117
39911.07322,-4.08337841,92.118
39911.08364,-8.014027816,92.118
39911.09405,-11.91390576,92.123
39911.10447,-15.71265622,92.125
39911.11489,-19.34140552,92.148
39911.1253,-22.73392539,92.157
39911.13572,-25.82774406,92.184
39911.14614,-28.56518692,92.209
39911.15655,-30.8943302,92.217
39911.16697,-32.76985269,92.249
39911.17739,-34.15377265,92.266
39911.1878,-35.01605928,92.29
39911.19822,-35.33511016,92.305
39911.20864,-35.09808869,92.319
39911.21906,-34.30111777,92.344
39911.22947,-32.94932848,92.35
39911.23989,-31.0567645,92.381
39911.25031,-28.64614571,92.37
39911.26072,-25.74849609,92.371
39911.27114,-22.40264327,92.392
39911.28156,-18.65459882,92.406
39911.29197,-14.55682993,92.406
39911.30239,-10.16743479,92.417
39911.31281,-5.549234825,92.413
39911.32322,-0.768798503,92.408
39911.33364,4.104588285,92.401
39911.34406,8.999989344,92.395
39911.35447,13.84590662,92.392
39911.36489,18.57137365,92.386
39911.37531,23.10703776,92.373
39911.38572,27.38621503,92.359
39911.39614,31.34590257,92.339
39911.40656,34.92773321,92.313
39911.41697,38.07885892,92.299
39911.42739,40.75274985,92.278
39911.43781,42.90989751,92.265
39911.44822,44.51841185,92.256
39911.45864,45.55450341,92.245
39911.46906,46.00284347,92.248
39911.47948,45.85679679,92.242
39911.48989,45.11852334,92.232
39911.50031,43.79894726,92.219
39911.51073,41.91759326,92.214
39911.52114,39.50229234,92.211
39911.53156,36.588761,92.214
39911.54198,33.22005948,92.216
39911.55239,29.44593675,92.22
39911.56281,25.32207147,92.222
39911.57323,20.90921978,92.237
39911.58364,16.27228229,92.258
39911.59406,11.47930389,92.273
39911.60448,6.600421236,92.283
39911.61489,1.706773623,92.303
39911.62531,-3.130606227,92.322
39911.63573,-7.841904427,92.34
39911.64614,-12.35962392,92.362
39911.65656,-16.61965089,92.384
39911.66698,-20.56227238,92.404
39911.67739,-24.13312864,92.422
39911.68781,-27.28408412,92.45
39911.69823,-29.97400248,92.469
39911.70865,-32.1694119,92.486
39911.71906,-33.84504872,92.503
39911.72948,-34.98426922,92.516
39911.7399,-35.57932122,92.531
39911.75031,-35.63146954,92.542
39911.76073,-35.15097153,92.551
39911.77115,-34.15690154,92.558
39911.78156,-32.67682566,92.559
39911.79198,-30.74633073,92.56
39911.8024,-28.4084142,92.56
39911.81281,-25.71274403,92.553
39911.82323,-22.71480024,92.55
39911.83365,-19.4749121,92.541
39911.84406,-16.05720684,92.527
39911.85448,-12.52848797,92.51
39911.8649,-8.957062397,92.499
39911.87531,-5.411537052,92.481
39911.88573,-1.959606398,92.461
39911.89615,1.333147386,92.44
39911.90656,4.404419745,92.414
39911.91698,7.196293282,92.383
39911.9274,9.656271034,92.365
39911.93781,11.73821434,92.336
39911.94823,13.40316786,92.312
39911.95865,14.62005631,92.292
39911.96907,15.36624006,92.269
39911.97948,15.62791899,92.245
39911.9899,15.4003775,92.228
39912.00032,14.68806594,92.209
39912.01073,13.50451736,92.193
39912.02115,11.87210125,92.18
39912.03157,9.821619438,92.168
39912.04198,7.391751745,92.157
39912.0524,4.628362357,92.152
39912.06282,1.583679998,92.148
39912.07323,-1.684632507,92.145
39912.08365,-5.11450187,92.144
39912.09407,-8.640542164,92.146
39912.10448,-12.19520667,92.153
39912.1149,-15.70997282,92.161
39912.12532,-19.11653903,92.17
39912.13573,-22.34801217,92.181
39912.14615,-25.34006498,92.193
39912.15657,-28.03204367,92.214
39912.16698,-30.3680069,92.229
39912.1774,-32.29767915,92.249
39912.18782,-33.77730299,92.269
39912.19824,-34.77037703,92.286
39912.20865,-35.2482683,92.31
39912.21907,-35.19069037,92.328
39912.22949,-34.58604062,92.344
39912.2399,-33.43159302,92.363
39912.25032,-31.73354457,92.379
39912.26074,-29.50691666,92.398
39912.27115,-26.77531443,92.411
39912.28157,-23.57054957,92.424
39912.29199,-19.93213417,92.436
39912.3024,-15.90665507,92.441
39912.31282,-11.54703963,92.444
39912.32324,-6.911725746,92.446
39912.33365,-2.0637498,92.448
39912.34407,2.930232502,92.447
39912.35449,8.000976733,92.441
39912.3649,13.07771558,92.437
39912.37532,18.08924342,92.431
39912.38574,22.96500293,92.419
39912.39615,27.63615753,92.412
39912.40657,32.03663328,92.404
39912.41699,36.10411519,92.395
39912.4274,39.78098297,92.377
39912.43782,43.01517279,92.366
39912.44824,45.76095255,92.352
39912.45866,47.97959947,92.341
39912.46907,49.63997042,92.329
39912.47949,50.71895683,92.317
39912.48991,51.20181788,92.311
39912.50032,51.08238726,92.306
39912.51074,50.36315083,92.298
39912.52116,49.05519408,92.293
39912.53157,47.17802045,92.288
39912.54199,44.75924321,92.288
39912.55241,41.83415557,92.289
39912.56282,38.44518531,92.292
39912.57324,34.64124195,92.301
39912.58366,30.47696616,92.307
39912.59407,26.01189236,92.321
39912.60449,21.30953692,92.335
39912.61491,16.43642549,92.351
39912.62532,11.46107388,92.364
39912.63574,6.452937789,92.384
39912.64616,1.48134723,92.402
39912.65657,-3.385558197,92.419
39912.66699,-8.081876827,92.441
39912.67741,-12.54495902,92.455
39912.68783,-16.71637192,92.478
39912.69824,-20.54279955,92.501
39912.70866,-23.97686373,92.52
39912.71908,-26.97785226,92.536
39912.72949,-29.5123423,92.553
39912.73991,-31.55470798,92.568
39912.75033,-33.08750334,92.58
39912.76074,-34.10171332,92.588
39912.77116,-34.59686766,92.602
39912.78158,-34.58101456,92.605
39912.79199,-34.07055347,92.611
39912.80241,-33.08992843,92.609
39912.81283,-31.67118603,92.609
39912.82324,-29.85340405,92.598
39912.83366,-27.68199957,92.595
39912.84408,-25.20792719,92.587
39912.85449,-22.48678028,92.577
39912.86491,-19.57781001,92.561
39912.87533,-16.54287857,92.542
39912.88574,-13.44536442,92.523
39912.89616,-10.34903843,92.503
39912.90658,-7.316930738,92.474
39912.91699,-4.41020817,92.456
39912.92741,-1.687082613,92.43
39912.93783,0.798230087,92.401
39912.94825,2.996481621,92.375
39912.95866,4.864275227,92.346
39912.96908,6.364845845,92.321
39912.9795,7.468721854,92.289
39912.98991,8.154256003,92.27
39913.00033,8.408015518,92.243
39913.01075,8.225024033,92.217
39913.02116,7.608850742,92.198
39913.03158,6.571545079,92.179
39913.042,5.133418139,92.158
39913.05241,3.322674984,92.147
39913.06283,1.174904764,92.128
39913.07325,-1.267561713,92.12
39913.08366,-3.956414902,92.111
39913.09408,-6.83823561,92.103
39913.1045,-9.855454063,92.096
39913.11491,-12.94738116,92.096
39913.12533,-16.05129292,92.099
39913.13575,-19.10354831,92.103
39913.14616,-22.04072021,92.11
39913.15658,-24.80071927,92.116
39913.167,-27.32389069,92.127
39913.17742,-29.55406484,92.14
39913.18783,-31.43954355,92.15
39913.19825,-32.93400549,92.166
39913.20867,-33.99731546,92.178
39913.21908,-34.59622477,92.19
39913.2295,-34.70495151,92.204
39913.23992,-34.3056321,92.216
39913.25033,-33.38863793,92.23
39913.26075,-31.95275287,92.242
39913.27117,-30.00521051,92.259
39913.28158,-27.56159177,92.269
39913.292,-24.6455862,92.283
39913.30242,-21.28862243,92.288
39913.31283,-17.52937506,92.292
39913.32325,-13.41315752,92.296
39913.33367,-8.991211764,92.295
39913.34408,-4.319907283,92.299
39913.3545,0.540136796,92.301
39913.36492,5.52499197,92.29
39913.37533,10.56840752,92.288
39913.38575,15.60282869,92.281
39913.39617,20.56042982,92.273
39913.40658,25.37414624,92.265
39913.417,29.97868921,92.258
39913.42742,34.31152837,92.241
39913.43784,38.31382715,92.232
39913.44825,41.93131724,92.217
39913.45867,45.11509937,92.203
39913.46909,47.82235904,92.192
39913.4795,50.01698681,92.177
39913.48992,51.67009475,92.161
39913.50034,52.76042186,92.149
39913.51075,53.2746232,92.147
39913.52117,53.20743896,92.14
39913.53159,52.56174175,92.132
39913.542,51.34846197,92.133
39913.55242,49.58639289,92.131
39913.56284,47.30187892,92.133
39913.57325,44.52839206,92.138
39913.58367,41.30600333,92.149
39913.59409,37.68075719,92.16
39913.6045,33.70395861,92.17
39913.61492,29.43138353,92.181
39913.62534,24.92242454,92.193
39913.63575,20.23918478,92.205
39913.64617,15.44553341,92.218
39913.65659,10.60613692,92.234
39913.66701,5.785480914,92.249
39913.67742,1.046896863,92.269
39913.68784,-3.548391244,92.292
39913.69826,-7.942185987,92.312
39913.70867,-12.08018722,92.336
39913.71909,-15.91280095,92.358
39913.72951,-19.39587382,92.381
39913.73992,-22.49134152,92.4
39913.75034,-25.16778074,92.417
39913.76076,-27.40085564,92.432
39913.77117,-29.17365127,92.447
39913.78159,-30.47688813,92.46
39913.79201,-31.30901376,92.472
39913.80242,-31.67616915,92.479
39913.81284,-31.59202974,92.484
39913.82326,-31.07752291,92.489
39913.83367,-30.1604255,92.49
39913.84409,-28.87484739,92.485
39913.85451,-27.26060888,92.48
39913.86492,-25.36252137,92.469
39913.87534,-23.22958296,92.461
39913.88576,-20.91410182,92.452
39913.89617,-18.47076186,92.436
39913.90659,-15.9556464,92.42
39913.91701,-13.42523621,92.394
39913.92743,-10.93539945,92.374
39913.93784,-8.540390961,92.355
39913.94826,-6.291878549,92.334
39913.95868,-4.23801384,92.313
39913.96909,-2.422564298,92.287
39913.97951,-0.884122349,92.26
39913.98993,0.344593842,92.237
39914.00034,1.237334903,92.218
39914.01076,1.774798923,92.198
39914.02118,1.944985125,92.182
39914.03159,1.743415716,92.166
39914.04201,1.173221505,92.155
39914.05243,0.245089414,92.144
39914.06284,-1.022927387,92.134
39914.07326,-2.605733396,92.122
39914.08368,-4.471642915,92.115
39914.09409,-6.582952099,92.104
39914.10451,-8.8966204,92.104
39914.11493,-11.3650488,92.103
39914.12534,-13.93694047,92.106
39914.13576,-16.55822791,92.116
39914.14618,-19.17304957,92.124
39914.1566,-21.72475805,92.13
39914.16701,-24.15694136,92.141
39914.17743,-26.41443895,92.147
39914.18785,-28.44433413,92.155
39914.19826,-30.19690528,92.164
39914.20868,-31.62651911,92.167
39914.2191,-32.6924506,92.184
39914.22951,-33.35961549,92.185
39914.23993,-33.59920333,92.201
39914.25035,-33.38920063,92.214
39914.26076,-32.71479606,92.223
39914.27118,-31.5686618,92.238
39914.2816,-29.95110717,92.251
39914.29201,-27.87010332,92.26
39914.30243,-25.34117985,92.271
39914.31285,-22.38719619,92.279
39914.32326,-19.03799313,92.288
39914.33368,-15.32993144,92.293
39914.3441,-11.30532648,92.296
39914.35451,-7.011789111,92.302
39914.36493,-2.501484934,92.303
39914.37535,2.169675463,92.303
39914.38576,6.942901269,92.303
39914.39618,11.75742682,92.299
39914.4066,16.55144266,92.294
39914.41702,21.26303736,92.287
39914.42743,25.83113499,92.283
39914.43785,30.19641375,92.273
39914.44827,34.30219168,92.266
39914.45868,38.09526587,92.261
39914.4691,41.52669302,92.254
39914.47952,44.55249977,92.248
39914.48993,47.13431269,92.243
39914.50035,49.23989925,92.237
39914.51077,50.84361241,92.234
39914.52118,51.92673291,92.228
39914.5316,52.47770533,92.227
39914.54202,52.49226509,92.227
39914.55243,51.97345565,92.222
39914.56285,50.93153649,92.226
39914.57327,49.38378423,92.229
39914.58368,47.3541907,92.237
39914.5941,44.87306318,92.244
39914.60452,41.97653362,92.252
39914.61493,38.70598458,92.266
39914.62535,35.10740111,92.279
39914.63577,31.2306586,92.294
39914.64619,27.12875743,92.308
39914.6566,22.85701621,92.324
39914.66702,18.47223569,92.341
39914.67744,14.03184586,92.358
39914.68785,9.593049037,92.379
39914.69827,5.211971654,92.4
39914.70869,0.942837411,92.424
39914.7191,-3.162825966,92.442
39914.72952,-7.056934512,92.461
39914.73994,-10.6955392,92.479
39914.75035,-14.03945014,92.502
39914.76077,-17.0547844,92.523
39914.77119,-19.71342903,92.54
39914.7816,-21.99341235,92.558
39914.79202,-23.87917738,92.574
39914.80244,-25.36175332,92.586
39914.81285,-26.43882205,92.598
39914.82327,-27.11467823,92.606
39914.83369,-27.40008343,92.613
39914.8441,-27.3120161,92.617
39914.85452,-26.87332101,92.627
39914.86494,-26.11226313,92.626
39914.87535,-25.06199298,92.625
39914.88577,-23.75993143,92.616
39914.89619,-22.24708378,92.613
39914.90661,-20.56729386,92.604
39914.91702,-18.76645048,92.595
39914.92744,-16.891659,92.578
39914.93786,-14.99039203,92.565
39914.94827,-13.1096334,92.552
39914.95869,-11.29503028,92.539
39914.96911,-9.590067986,92.52
39914.97952,-8.035282023,92.498
39914.98994,-6.667521482,92.479
39915.00036,-5.519276995,92.465
39915.01077,-4.618085604,92.448
39915.02119,-3.986023583,92.429
39915.03161,-3.639296794,92.411
39915.04202,-3.587936454,92.391
39915.05244,-3.835606355,92.375
39915.06286,-4.379525519,92.36
39915.07327,-5.210508213,92.341
39915.08369,-6.313121031,92.332
39915.09411,-7.665954571,92.322
39915.10452,-9.242005063,92.315
39915.11494,-11.00915923,92.308
39915.12536,-12.93077365,92.304
39915.13578,-14.96633817,92.303
39915.14619,-17.07221118,92.305
39915.15661,-19.20241331,92.313
39915.16703,-21.30946502,92.32
39915.17744,-23.34525265,92.32
39915.18786,-25.26190701,92.333
39915.19828,-27.01267857,92.343
39915.20869,-28.55279328,92.346
39915.21911,-29.84027348,92.358
39915.22953,-30.83670936,92.373
39915.23994,-31.50796711,92.384
39915.25036,-31.82482148,92.398
39915.26078,-31.76350189,92.412
39915.27119,-31.30614282,92.422
39915.28161,-30.44113124,92.438
39915.29203,-29.16334567,92.45
39915.30244,-27.47428361,92.46
39915.31286,-25.38207589,92.47
39915.32328,-22.90138892,92.479
39915.33369,-20.05321736,92.488
39915.34411,-16.86457192,92.496
39915.35453,-13.36806871,92.5
39915.36494,-9.60142798,92.501
39915.37536,-5.606891828,92.506
39915.38578,-1.430571334,92.511
39915.3962,2.878265116,92.513
39915.40661,7.267949963,92.514
39915.41703,11.68520809,92.515
39915.42745,16.0759686,92.508
39915.43786,20.38618348,92.512
39915.44828,24.56263977,92.509
39915.4587,28.55375255,92.506
39915.46911,32.31032621,92.505
39915.47953,35.78627261,92.496
39915.48995,38.93927528,92.492
39915.50036,41.73139009,92.491
39915.51078,44.1295739,92.487
39915.5212,46.106134,92.48
39915.53161,47.63909245,92.478
39915.54203,48.71246085,92.476
39915.55245,49.31642262,92.474
39915.56286,49.44742122,92.474
39915.57328,49.10815405,92.476
39915.5837,48.30747357,92.483
39915.59411,47.0601981,92.487
39915.60453,45.38683641,92.495
39915.61495,43.31323115,92.499
39915.62537,40.87012749,92.508
39915.63578,38.09267419,92.518
39915.6462,35.01986539,92.53
39915.65662,31.69393182,92.539
39915.66703,28.15969121,92.55
39915.67745,24.46386767,92.563
39915.68787,20.65439057,92.577
39915.69828,16.77968323,92.588
39915.7087,12.88795208,92.603
39915.71912,9.026486716,92.62
39915.72953,5.240980978,92.637
39915.73995,1.574884875,92.652
39915.75037,-1.931203293,92.665
39915.76078,-5.240095987,92.683
39915.7712,-8.318518674,92.699
39915.78162,-11.13754815,92.712
39915.79203,-13.67298076,92.721
39915.80245,-15.90562525,92.733
39915.81287,-17.82151625,92.741
39915.82328,-19.41204524,92.749
39915.8337,-20.67400724,92.757
39915.84412,-21.60956271,92.762
39915.85453,-22.22611499,92.765
39915.86495,-22.53610548,92.77
39915.87537,-22.55672934,92.769
39915.88579,-22.30957616,92.768
39915.8962,-21.82020092,92.762
39915.90662,-21.11763194,92.755
39915.91704,-20.23382332,92.748
39915.92745,-19.20306036,92.738
39915.93787,-18.06132759,92.724
39915.94829,-16.84564923,92.71
39915.9587,-15.59341305,92.694
39915.96912,-14.34168851,92.678
39915.97954,-13.1265508,92.661
39915.98995,-11.98242211,92.642
39916.00037,-10.94144138,92.625
39916.01079,-10.03287382,92.607
39916.0212,-9.282570414,92.588
39916.03162,-8.712487415,92.567
39916.04204,-8.340274558,92.55
39916.05245,-8.178939893,92.531
39916.06287,-8.236597668,92.511
39916.07329,-8.516304426,92.492
39916.0837,-9.015986831,92.475
39916.09412,-9.728463178,92.462
39916.10454,-10.64155879,92.448
39916.11496,-11.73831374,92.44
39916.12537,-12.99727973,92.429
39916.13579,-14.39290096,92.42
39916.14621,-15.89597266,92.414
39916.15662,-17.4741689,92.404
39916.16704,-19.09263044,92.402
39916.17746,-20.71460178,92.402
39916.18787,-22.30210585,92.406
39916.19829,-23.81664403,92.402
39916.20871,-25.21990839,92.405
39916.21912,-26.47449322,92.406
39916.22954,-27.54459269,92.406
39916.23996,-28.39667165,92.409
39916.25037,-29.00009755,92.417
39916.26079,-29.32772174,92.419
39916.27121,-29.35639985,92.428
39916.28162,-29.06744185,92.434
39916.29204,-28.446984,92.442
39916.30246,-27.48627634,92.448
39916.31287,-26.18188096,92.454
39916.32329,-24.53577814,92.46
39916.33371,-22.55537905,92.465
39916.34412,-20.25344551,92.466
39916.35454,-17.64791902,92.469
39916.36496,-14.76166278,92.47
39916.37538,-11.62212224,92.474
39916.38579,-8.260910582,92.474
39916.39621,-4.713327334,92.473
39916.40663,-1.017819003,92.47
39916.41704,2.784608424,92.47
39916.42746,6.65101459,92.469
39916.43788,10.53717651,92.464
39916.44829,14.39825577,92.457
39916.45871,18.18946993,92.452
39916.46913,21.86675704,92.447
39916.47954,25.3874226,92.437
39916.48996,28.71075868,92.433
39916.50038,31.79862578,92.424
39916.51079,34.61598869,92.419
39916.52121,37.13139856,92.411
39916.53163,39.31741463,92.406
39916.54204,41.15095995,92.403
39916.55246,42.6136066,92.399
39916.56288,43.69178754,92.4
39916.57329,44.37693276,92.398
39916.58371,44.66552936,92.399
39916.59413,44.55910576,92.397
39916.60455,44.06414184,92.398
39916.61496,43.19190762,92.401
39916.62538,41.95823434,92.402
39916.6358,40.38322239,92.408
39916.64621,38.49089191,92.41
39916.65663,36.30878194,92.415
39916.66705,33.86750522,92.424
39916.67746,31.20026592,92.429
39916.68788,28.34234789,92.435
39916.6983,25.33058161,92.447
39916.70871,22.20279781,92.456
39916.71913,18.99727592,92.465
39916.72955,15.75219548,92.475
39916.73996,12.50509825,92.489
39916.75038,9.292368658,92.499
39916.7608,6.14873969,92.509
39916.77121,3.106831017,92.521
39916.78163,0.196725403,92.532
39916.79205,-2.554410975,92.543
39916.80246,-5.122659459,92.55
39916.81288,-7.487626914,92.561
39916.8233,-9.632667383,92.569
39916.83371,-11.54504478,92.575
39916.84413,-13.21603481,92.581
39916.85455,-14.64096504,92.583
39916.86497,-15.81919305,92.586
39916.87538,-16.7540233,92.585
39916.8858,-17.45256407,92.583
39916.89622,-17.92552703,92.579
39916.90663,-18.18697221,92.577
39916.91705,-18.25400253,92.571
39916.92747,-18.14641224,92.567
39916.93788,-17.88629473,92.56
39916.9483,-17.49761545,92.55
39916.95872,-17.00575659,92.537
39916.96913,-16.43704038,92.524
39916.97955,-15.81823852,92.511
39916.98997,-15.1760754,92.497
39917.00038,-14.5367331,92.483
39917.0108,-13.92536629,92.468
39917.02122,-13.36563503,92.453
39917.03163,-12.87926347,92.435
39917.04205,-12.48563199,92.422
39917.05247,-12.2014102,92.405
39917.06288,-12.04023737,92.387
39917.0733,-12.01245632,92.373
39917.08372,-12.12490607,92.355
39917.09414,-12.38077734,92.339
39917.10455,-12.7795343,92.323
39917.11497,-13.31690454,92.309
39917.12539,-13.98493815,92.295
39917.1358,-14.77213557,92.284
39917.14622,-15.66364242,92.274
39917.15664,-16.64150856,92.263
39917.16705,-17.6850069,92.256
39917.17747,-18.77100677,92.243
39917.18789,-19.87439521,92.236
39917.1983,-20.96853877,92.228
39917.20872,-22.02577729,92.224
39917.21914,-23.01794082,92.215
39917.22955,-23.91687987,92.206
39917.23997,-24.69499934,92.201
39917.25039,-25.32578584,92.198
39917.2608,-25.78431873,92.197
39917.27122,-26.04775516,92.193
39917.28164,-26.09577993,92.193
39917.29205,-25.91101187,92.191
39917.30247,-25.47935909,92.194
39917.31289,-24.79031661,92.196
39917.3233,-23.83720104,92.195
39917.33372,-22.61731805,92.193
39917.34414,-21.13205999,92.194
39917.35456,-19.38693218,92.193
39917.36497,-17.39150783,92.193
39917.37539,-15.15931292,92.182
39917.38581,-12.70764375,92.181
39917.39622,-10.05732096,92.179
39917.40664,-7.232385202,92.18
39917.41706,-4.259740252,92.176
39917.42747,-1.168750745,92.164
39917.43789,2.009198038,92.166
39917.44831,5.241170091,92.163
39917.45872,8.493169794,92.157
39917.46914,11.7306455,92.153
39917.47956,14.91899682,92.147
39917.48997,18.02407707,92.132
39917.50039,21.0126825,92.131
39917.51081,23.85302049,92.123
39917.52122,26.51514946,92.113
39917.53164,28.97138392,92.113
39917.54206,31.19665878,92.114
39917.55247,33.16884806,92.108
39917.56289,34.86903395,92.109
39917.57331,36.28172321,92.108
39917.58373,37.39500863,92.109
39917.59414,38.20067466,92.111
39917.60456,38.6942468,92.114
39917.61498,38.8749856,92.114
39917.62539,38.74582675,92.117
39917.63581,38.31326975,92.116
39917.64623,37.58721809,92.115
39917.65664,36.58077488,92.12
39917.66706,35.30999799,92.122
39917.67748,33.79361963,92.129
39917.68789,32.05273544,92.136
39917.69831,30.11046836,92.142
39917.70873,27.99161296,92.148
39917.71914,25.72226586,92.16
39917.72956,23.32944775,92.168
39917.73998,20.84072264,92.179
39917.75039,18.28381977,92.177
39917.76081,15.68626312,92.192
39917.77123,13.07501366,92.202
39917.78164,10.47612858,92.201
39917.79206,7.914441872,92.213
39917.80248,5.413269797,92.225
39917.81289,2.994144698,92.234
39917.82331,0.676579871,92.239
39917.83373,-1.522132058,92.247
39917.84415,-3.587085362,92.249
39917.85456,-5.505890604,92.252
39917.86498,-7.268766174,92.26
39917.8754,-8.868591475,92.265
39917.88581,-10.30092162,92.273
39917.89623,-11.56396398,92.275
39917.90665,-12.65851739,92.274
39917.91706,-13.58787509,92.267
39917.92748,-14.35769299,92.265
39917.9379,-14.97582528,92.265
39917.94831,-15.45212958,92.263
39917.95873,-15.79824445,92.258
39917.96915,-16.02734223,92.27
39917.97956,-16.15386065,92.245
39917.98998,-16.19321688,92.246
39918.0004,-16.16150806,92.241
39918.01081,-16.07520264,92.228
39918.02123,-15.95082694,92.218
39918.03165,-15.80465173,92.221
39918.04206,-15.65238368,92.217
39918.05248,-15.50886647,92.215
39918.0629,-15.38779672,92.191
39918.07332,-15.30145933,92.177
39918.08373,-15.26048708,92.172
39918.09415,-15.27364898,92.163
39918.10457,-15.34767124,92.145
39918.11498,-15.48709479,92.137
39918.1254,-15.69417229,92.127
39918.13582,-15.96880724,92.118
39918.14623,-16.3085369,92.129
39918.15665,-16.70856022,92.12
39918.16707,-17.16181082,92.113
39918.17748,-17.65907447,92.114
39918.1879,-18.18914957,92.117
39918.19832,-18.73904809,92.129
39918.20873,-19.29423388,92.117
39918.21915,-19.83889407,92.123
39918.22957,-20.35623894,92.125
39918.23998,-20.8288246,92.134
39918.2504,-21.23889252,92.127
39918.26082,-21.56871945,92.135
39918.27123,-21.80097099,92.136
39918.28165,-21.91905181,92.133
39918.29207,-21.90744584,92.138
39918.30248,-21.75203951,92.145
39918.3129,-21.44042179,92.148
39918.32332,-20.96215508,92.152
39918.33374,-20.30901159,92.155
39918.34415,-19.47517072,92.159
39918.35457,-18.4573735,92.16
39918.36499,-17.25503147,92.161
39918.3754,-15.87028786,92.164
39918.38582,-14.30803037,92.164
39918.39624,-12.57585547,92.169
39918.40665,-10.68398549,92.172
39918.41707,-8.645140319,92.179
39918.42749,-6.474366844,92.184
39918.4379,-4.188829636,92.19
39918.44832,-1.807567405,92.201
39918.45874,0.648779844,92.203
39918.46915,3.158267515,92.202
39918.47957,5.697961227,92.205
39918.48999,8.244263762,92.208
39918.5004,10.77324817,92.211
39918.51082,13.2609911,92.215
39918.52124,15.68390059,92.217
39918.53165,18.01903294,92.222
39918.54207,20.24439361,92.222
39918.55249,22.33921762,92.226
39918.56291,24.28422553,92.229
39918.57332,26.06185156,92.234
39918.58374,27.65644125,92.237
39918.59416,29.05441651,92.237
39918.60457,30.24440684,92.242
39918.61499,31.21734592,92.247
39918.62541,31.96653348,92.252
39918.63582,32.48766315,92.26
39918.64624,32.77881711,92.264
39918.65666,32.84042943,92.27
39918.66707,32.67521973,92.278
39918.67749,32.28809991,92.285
39918.68791,31.68605623,92.293
39918.69832,30.87800989,92.303
39918.70874,29.87465889,92.312
39918.71916,28.68830442,92.321
39918.72957,27.33266473,92.329
39918.73999,25.82267962,92.332
39918.75041,24.17430848,92.344
39918.76082,22.40432461,92.354
39918.77124,20.53010854,92.367
39918.78166,18.56944278,92.378
39918.79207,16.5403101,92.391
39918.80249,14.46069742,92.401
39918.81291,12.34840706,92.415
39918.82333,10.22087676,92.422
39918.83374,8.09500991,92.436
39918.84416,5.987017074,92.447
39918.85458,3.91226968,92.455
39918.86499,1.885166783,92.465
39918.87541,-0.080984477,92.466
39918.88583,-1.974074122,92.481
39918.89624,-3.783279768,92.484
39918.90666,-5.499141793,92.489
39918.91708,-7.113622809,92.498
39918.92749,-8.620151053,92.497
39918.93791,-10.01364734,92.499
39918.94833,-11.29053522,92.499
39918.95874,-12.44873418,92.497
39918.96916,-13.48763546,92.501
39918.97958,-14.40806063,92.506
39918.98999,-15.21220272,92.504
39919.00041,-15.90355029,92.505
39919.01083,-16.48679451,92.507
39919.02124,-16.9677202,92.511
39919.03166,-17.35308142,92.515
39919.04208,-17.65046288,92.51
39919.0525,-17.86812859,92.512
39919.06291,-18.01485967,92.509
39919.07333,-18.09978317,92.506
39919.08375,-18.13219469,92.504
39919.09416,-18.1213772,92.504
