date_time,dilation_ppb,wl_ft
39941.08405,-19.16697735,92.169
39941.09446,-21.59134089,92.174
39941.10488,-23.91720709,92.173
39941.1153,-26.08930769,92.181
39941.12571,-28.05413065,92.187
39941.13613,-29.76087543,92.199
39941.14655,-31.16235947,92.203
39941.15696,-32.21586071,92.218
39941.16738,-32.88388248,92.232
39941.1778,-33.13482854,92.249
39941.18821,-32.9435777,92.261
39941.19863,-32.2919495,92.275
39941.20905,-31.16905416,92.295
39941.21946,-29.57152218,92.313
39941.22988,-27.5036108,92.321
39941.2403,-24.97718689,92.336
39941.25071,-22.01158732,92.344
39941.26113,-18.63336038,92.351
39941.27155,-14.87589302,92.364
39941.28197,-10.77893084,92.368
39941.29238,-6.387999036,92.37
39941.3028,-1.753734082,92.37
39941.31322,3.068863063,92.374
39941.32363,8.021240134,92.372
39941.33405,13.0421604,92.372
39941.34447,18.06860969,92.367
39941.35488,23.03672965,92.358
39941.3653,27.88276313,92.352
39941.37572,32.54399745,92.343
39941.38613,36.95969142,92.337
39941.39655,41.07197248,92.33
39941.40697,44.82669066,92.322
39941.41738,48.17421679,92.313
39941.4278,51.07017348,92.306
39941.43822,53.47608792,92.302
39941.44863,55.35995739,92.296
39941.45905,56.69671886,92.287
39941.46947,57.46861614,92.28
39941.47988,57.66545917,92.275
39941.4903,57.2847715,92.277
39941.50072,56.33182405,92.276
39941.51113,54.81955428,92.272
39941.52155,52.76837213,92.278
39941.53197,50.20585532,92.285
39941.54239,47.16633836,92.29
39941.5528,43.69040123,92.3
39941.56322,39.82426507,92.309
39941.57364,35.61910363,92.327
39941.58405,31.13028066,92.347
39941.59447,26.41652424,92.361
39941.60489,21.53905046,92.38
39941.6153,16.56064943,92.394
39941.62572,11.54474731,92.412
39941.63614,6.554458583,92.434
39941.64655,1.651643096,92.453
39941.65697,-3.104017659,92.472
39941.66739,-7.655910564,92.494
39941.6778,-11.95133318,92.51
39941.68822,-15.94227483,92.528
39941.69864,-19.58612384,92.547
39941.70905,-22.84628925,92.565
39941.71947,-25.69272643,92.584
39941.72989,-28.10235778,92.599
39941.7403,-30.05938072,92.61
39941.75072,-31.55545748,92.623
39941.76114,-32.58978255,92.631
39941.77156,-33.16902613,92.639
39941.78197,-33.30715334,92.646
39941.79239,-33.02512181,92.644
39941.80281,-32.35046158,92.641
39941.81322,-31.3167439,92.64
39941.82364,-29.9629473,92.633
39941.83406,-28.33273107,92.623
39941.84447,-26.47362838,92.613
39941.85489,-24.43617243,92.599
39941.86531,-22.27297072,92.584
39941.87572,-20.03774346,92.569
39941.88614,-17.78434287,92.545
39941.89656,-15.56577089,92.526
39941.90697,-13.43321276,92.504
39941.91739,-11.43510385,92.477
39941.92781,-9.616246783,92.455
39941.93822,-8.016994882,92.425
39941.94864,-6.672516908,92.395
39941.95906,-5.612156698,92.369
39941.96947,-4.858899481,92.348
39941.97989,-4.428954751,92.321
39941.99031,-4.331463413,92.299
39942.00072,-4.56833458,92.277
39942.01114,-5.134214976,92.256
39942.02156,-6.016591419,92.237
39942.03198,-7.196024324,92.218
39942.04239,-8.646507761,92.198
39942.05281,-10.33594919,92.186
39942.06323,-12.22675985,92.175
39942.07364,-14.27654467,92.176
39942.08406,-16.43887889,92.162
39942.09448,-18.66415702,92.159
39942.10489,-20.90049837,92.16
39942.11531,-23.09469284,92.162
39942.12573,-25.19316972,92.166
39942.13614,-27.14297214,92.169
39942.14656,-28.89271992,92.177
39942.15698,-30.39354392,92.185
39942.16739,-31.59997568,92.192
39942.17781,-32.47077725,92.208
39942.18823,-32.96969716,92.219
39942.19864,-33.06614011,92.228
39942.20906,-32.73573963,92.239
39942.21948,-31.96082465,92.249
39942.22989,-30.73077303,92.268
39942.24031,-29.04224698,92.281
39942.25073,-26.89930738,92.293
39942.26115,-24.31340615,92.301
39942.27156,-21.30325777,92.309
39942.28198,-17.894593,92.319
39942.2924,-14.11979977,92.323
39942.30281,-10.01745789,92.331
39942.31323,-5.631775882,92.335
39942.32365,-1.011939655,92.337
39942.33406,3.788616129,92.338
39942.34448,8.713001853,92.334
39942.3549,13.70171916,92.334
39942.36531,18.69354606,92.335
39942.37573,23.62644699,92.333
39942.38615,28.43849376,92.332
39942.39656,33.06878316,92.323
39942.40698,37.45833742,92.32
39942.4174,41.55097389,92.314
39942.42781,45.29413099,92.307
39942.43823,48.63963838,92.303
39942.44865,51.54441992,92.296
39942.45906,53.97111937,92.29
39942.46948,55.88863981,92.284
39942.4799,57.27258906,92.282
39942.49031,58.10562502,92.275
39942.50073,58.37769602,92.27
39942.51115,58.08617301,92.272
39942.52157,57.23587209,92.274
39942.53198,55.83896716,92.274
39942.5424,53.91479447,92.274
39942.55282,51.48955201,92.279
39942.56323,48.59589847,92.291
39942.57365,45.27245796,92.298
39942.58407,41.5632377,92.312
39942.59448,37.5169677,92.324
39942.6049,33.18637202,92.337
39942.61532,28.62738268,92.349
39942.62573,23.89830782,92.365
39942.63615,19.05896656,92.378
39942.64657,14.16980354,92.397
39942.65698,9.290996437,92.414
39942.6674,4.481569864,92.436
39942.67782,-0.20147083,92.458
39942.68823,-4.703972692,92.475
39942.69865,-8.975422378,92.499
39942.70907,-12.96967524,92.517
39942.71948,-16.64561484,92.537
39942.7299,-19.96773247,92.554
39942.74032,-22.90661721,92.566
39942.75074,-25.43934863,92.584
39942.76115,-27.54978537,92.595
39942.77157,-29.22874472,92.602
39942.78199,-30.4740696,92.607
39942.7924,-31.29058148,92.614
39942.80282,-31.68991944,92.619
39942.81324,-31.69026727,92.626
39942.82365,-31.31597263,92.625
39942.83407,-30.59706411,92.618
39942.84449,-29.56867341,92.611
39942.8549,-28.27037217,92.596
39942.86532,-26.74543406,92.581
39942.87574,-25.04003435,92.567
39942.88615,-23.20240036,92.555
39942.89657,-21.28192723,92.541
39942.90699,-19.32827429,92.519
39942.9174,-17.39045763,92.496
39942.92782,-15.51595483,92.469
39942.93824,-13.7498379,92.451
39942.94865,-12.13394974,92.428
39942.95907,-10.70613925,92.401
39942.96949,-9.499568771,92.374
39942.9799,-8.542106883,92.352
39942.99032,-7.855817543,92.327
39943.00074,-7.456555254,92.307
39943.01116,-7.35367383,92.284
39943.02157,-7.549854312,92.262
39943.03199,-8.041055374,92.246
39943.04241,-8.816587291,92.225
39943.05282,-9.859308215,92.208
39943.06324,-11.14593924,92.191
39943.07366,-12.64749247,92.18
39943.08407,-14.32980424,92.165
39943.09449,-16.15416367,92.158
39943.10491,-18.07802488,92.152
39943.11532,-20.05578986,92.145
39943.12574,-22.03964751,92.144
39943.13616,-23.98045362,92.14
39943.14657,-25.82863557,92.145
39943.15699,-27.53510557,92.15
39943.16741,-29.05216589,92.158
39943.17782,-30.33439,92.165
39943.18824,-31.339464,92.176
39943.19866,-32.02897368,92.186
39943.20907,-32.36912371,92.198
39943.21949,-32.33137654,92.21
39943.22991,-31.8930006,92.219
39943.24033,-31.03751879,92.226
39943.25074,-29.75505014,92.239
39943.26116,-28.04253965,92.252
39943.27158,-25.90387313,92.273
39943.28199,-23.34987603,92.283
39943.29241,-20.39819711,92.292
39943.30283,-17.07307974,92.3
39943.31324,-13.40502566,92.309
39943.32366,-9.430357491,92.32
39943.33408,-5.190687958,92.324
39943.34449,-0.73230531,92.324
39943.35491,3.894514552,92.326
39943.36533,8.636257551,92.321
39943.37574,13.43697008,92.323
39943.38616,18.2390938,92.319
39943.39658,22.98432309,92.319
39943.40699,27.61447164,92.316
39943.41741,32.0723346,92.315
39943.42783,36.30253294,92.312
39943.43824,40.25232727,92.306
39943.44866,43.87238882,92.303
39943.45908,47.11751621,92.308
39943.46949,49.94728749,92.298
39943.47991,52.32663821,92.295
39943.49033,54.22635714,92.288
39943.50075,55.62349306,92.282
39943.51116,56.50166693,92.285
39943.52158,56.85128559,92.285
39943.532,56.66965436,92.288
39943.54241,55.96098759,92.296
39943.55283,54.73631763,92.3
39943.56325,53.0133041,92.306
39943.57366,50.81594702,92.316
39943.58408,48.17420842,92.322
39943.5945,45.12354852,92.333
39943.60491,41.70438381,92.337
39943.61533,37.96147534,92.356
39943.62575,33.94325656,92.37
39943.63616,29.70111085,92.387
39943.64658,25.28860966,92.403
39943.657,20.76072252,92.422
39943.66741,16.17301095,92.438
39943.67783,11.58081791,92.458
39943.68825,7.038465268,92.475
39943.69866,2.598470823,92.494
39943.70908,-1.68920311,92.514
39943.7195,-5.777858524,92.529
39943.72992,-9.62471721,92.543
39943.74033,-13.19151305,92.567
39943.75075,-16.44501206,92.581
39943.76117,-19.35745229,92.595
39943.77158,-21.90689659,92.609
39943.782,-24.07749282,92.62
39943.79242,-25.85963721,92.629
39943.80283,-27.25003802,92.63
39943.81325,-28.25167842,92.636
39943.82367,-28.87367864,92.642
39943.83408,-29.13105938,92.643
39943.8445,-29.0444099,92.644
39943.85492,-28.63946565,92.639
39943.86533,-27.94660207,92.637
39943.87575,-27.00025245,92.629
39943.88617,-25.83825901,92.62
39943.89658,-24.50116784,92.61
39943.907,-23.03147912,92.592
39943.91742,-21.4728652,92.577
39943.92783,-19.86936955,92.555
39943.93825,-18.26460036,92.538
39943.94867,-16.7009326,92.518
39943.95908,-15.21873255,92.497
39943.9695,-13.85561848,92.47
39943.97992,-12.64577057,92.449
39943.99034,-11.61930283,92.426
39944.00075,-10.80170816,92.404
39944.01117,-10.21338719,92.386
39944.02159,-9.869269466,92.361
39944.032,-9.778534394,92.342
39944.04242,-9.944437374,92.322
39944.05284,-10.36424464,92.303
39944.06325,-11.02927843,92.283
39944.07367,-11.92507197,92.267
39944.08409,-13.03163171,92.252
39944.0945,-14.32380241,92.24
39944.10492,-15.77172832,92.227
39944.11534,-17.34140246,92.22
39944.12575,-18.99529368,92.215
39944.13617,-20.69304037,92.211
39944.14659,-22.39219787,92.205
39944.157,-24.04902603,92.206
39944.16742,-25.61930247,92.206
39944.17784,-27.05914665,92.211
39944.18825,-28.32583979,92.214
39944.19867,-29.37862578,92.213
39944.20909,-30.17947866,92.223
39944.21951,-30.69382299,92.228
39944.22992,-30.89119433,92.232
39944.24034,-30.74582829,92.244
39944.25076,-30.23716816,92.251
39944.26117,-29.35028232,92.255
39944.27159,-28.07618481,92.267
39944.28201,-26.41205396,92.275
39944.29242,-24.36134583,92.291
39944.30284,-21.93380142,92.295
39944.31326,-19.145348,92.301
39944.32367,-16.01789738,92.306
39944.33409,-12.57904495,92.311
39944.34451,-8.861675668,92.313
39944.35492,-4.903484257,92.309
39944.36534,-0.746418223,92.317
39944.37576,3.563946283,92.316
39944.38617,7.979085032,92.316
39944.39659,12.44825107,92.309
39944.40701,16.91923274,92.307
39944.41742,21.33913188,92.31
39944.42784,25.65514966,92.308
39944.43826,29.81536737,92.302
39944.44867,33.7695102,92.298
39944.45909,37.46968198,92.292
39944.46951,40.8710599,92.282
39944.47993,43.93253892,92.282
39944.49034,46.61731632,92.276
39944.50076,48.89340832,92.273
39944.51118,50.73409133,92.27
39944.52159,52.11826227,92.262
39944.53201,53.03071304,92.266
39944.54243,53.46231612,92.265
39944.55284,53.41011935,92.267
39944.56326,52.87734945,92.267
39944.57368,51.87332505,92.273
39944.58409,50.41328155,92.276
39944.59451,48.51811112,92.281
39944.60493,46.21402255,92.289
39944.61534,43.53212675,92.296
39944.62576,40.50795448,92.304
39944.63618,37.1809142,92.313
39944.64659,33.59369832,92.328
39944.65701,29.79164694,92.341
39944.66743,25.82207887,92.351
39944.67784,21.73359974,92.367
39944.68826,17.57539753,92.384
39944.69868,13.3965359,92.397
39944.7091,9.245255656,92.412
39944.71951,5.168294424,92.428
39944.72993,1.210234452,92.447
39944.74035,-2.587112057,92.461
39944.75076,-6.185271222,92.481
39944.76118,-9.549621199,92.496
39944.7716,-12.64984389,92.507
39944.78201,-15.46030817,92.523
39944.79243,-17.96037895,92.537
39944.80285,-20.1346478,92.547
39944.81326,-21.97308138,92.556
39944.82368,-23.47108586,92.558
39944.8341,-24.62948595,92.568
39944.84451,-25.45441909,92.571
39944.85493,-25.95714602,92.572
39944.86535,-26.1537808,92.566
39944.87576,-26.064944,92.562
39944.88618,-25.71534449,92.557
39944.8966,-25.13329618,92.552
39944.90701,-24.35017713,92.539
39944.91743,-23.39983956,92.524
39944.92785,-22.31798024,92.511
39944.93826,-21.14148118,92.494
39944.94868,-19.90773168,92.477
39944.9591,-18.65394282,92.464
39944.96952,-17.41646594,92.44
39944.97993,-16.23012679,92.428
39944.99035,-15.12758685,92.406
39945.00077,-14.13874314,92.387
39945.01118,-13.29017711,92.364
39945.0216,-12.6046627,92.343
39945.03202,-12.10074273,92.321
39945.04243,-11.79238145,92.302
39945.05285,-11.68870017,92.281
39945.06327,-11.79380103,92.264
39945.07368,-12.10668291,92.245
39945.0841,-12.62125128,92.23
39945.09452,-13.32642262,92.213
39945.10493,-14.20632175,92.2
39945.11535,-15.24056913,92.191
39945.12577,-16.40465312,92.182
39945.13618,-17.67038076,92.175
39945.1466,-19.00639898,92.172
39945.15702,-20.37877698,92.168
39945.16743,-21.751639,92.166
39945.17785,-23.087836,92.165
39945.18827,-24.34964387,92.167
39945.19869,-25.49947537,92.173
39945.2091,-26.50059257,92.179
39945.21952,-27.31780674,92.183
39945.22994,-27.91815285,92.201
39945.24035,-28.2715264,92.204
39945.25077,-28.35127084,92.208
39945.26119,-28.13470527,92.221
39945.2716,-27.60358287,92.229
39945.28202,-26.74447198,92.238
39945.29244,-25.54905359,92.245
39945.30285,-24.01433001,92.253
39945.31327,-22.14274164,92.26
39945.32369,-19.94219038,92.267
39945.3341,-17.42596978,92.271
39945.34452,-14.61260379,92.275
39945.35494,-11.52559773,92.276
39945.36535,-8.193106371,92.282
39945.37577,-4.647525601,92.287
39945.38619,-0.925015217,92.288
39945.3966,2.935038329,92.289
39945.40702,6.89060971,92.295
39945.41744,10.8976627,92.296
39945.42785,14.91080754,92.297
39945.43827,18.88397666,92.297
39945.44869,22.77110741,92.296
39945.45911,26.52682092,92.29
39945.46952,30.10708607,92.287
39945.47994,33.46985832,92.285
39945.49036,36.57568363,92.282
39945.50077,39.38825839,92.279
39945.51119,41.87493741,92.276
39945.52161,44.00718262,92.275
39945.53202,45.76094661,92.273
39945.54244,47.11698595,92.272
39945.55286,48.06110056,92.269
39945.56327,48.58429667,92.276
39945.57369,48.68287186,92.275
39945.58411,48.35842228,92.279
39945.59452,47.61777279,92.281
39945.60494,46.47283244,92.286
39945.61536,44.94037833,92.292
39945.62577,43.04177204,92.297
39945.63619,40.80261389,92.308
39945.64661,38.25234072,92.318
39945.65702,35.42377393,92.327
39945.66744,32.3526249,92.335
39945.67786,29.07696553,92.344
39945.68828,25.6366719,92.356
39945.69869,22.07284933,92.372
39945.70911,18.42724729,92.384
39945.71953,14.74167256,92.396
39945.72994,11.05740904,92.407
39945.74036,7.414652293,92.425
39945.75078,3.851966741,92.433
39945.76119,0.405772927,92.449
39945.77161,-2.890128147,92.462
39945.78203,-6.004987182,92.47
39945.79244,-8.911489444,92.481
39945.80286,-11.58608323,92.484
39945.81328,-14.00924954,92.5
39945.82369,-16.1657095,92.507
39945.83411,-18.04456669,92.513
39945.84453,-19.6393826,92.517
39945.85494,-20.94818441,92.52
39945.86536,-21.97340481,92.523
39945.87578,-22.72175505,92.526
39945.88619,-23.20403292,92.525
39945.89661,-23.43486857,92.522
39945.90703,-23.43241169,92.517
39945.91744,-23.21796487,92.509
39945.92786,-22.81556839,92.498
39945.93828,-22.25154269,92.49
39945.9487,-21.55399556,92.476
39945.95911,-20.75230154,92.466
39945.96953,-19.87656179,92.454
39945.97995,-18.95705284,92.44
39945.99036,-18.0236735,92.422
39946.00078,-17.10539864,92.399
39946.0112,-16.22974943,92.386
39946.02161,-15.42228888,92.374
39946.03203,-14.7061516,92.357
39946.04245,-14.10161621,92.333
39946.05286,-13.62572832,92.32
39946.06328,-13.291981,92.302
39946.0737,-13.1100591,92.286
39946.08411,-13.08565258,92.268
39946.09453,-13.22034273,92.251
39946.10495,-13.51156412,92.243
39946.11536,-13.95264366,92.231
39946.12578,-14.53291658,92.221
39946.1362,-15.23791802,92.21
39946.14661,-16.04964706,92.2
39946.15703,-16.94689901,92.196
39946.16745,-17.90566016,92.191
39946.17787,-18.89955796,92.189
39946.18828,-19.90035854,92.187
39946.1987,-20.87850256,92.189
39946.20912,-21.80366937,92.203
39946.21953,-22.64535907,92.205
39946.22995,-23.37348148,92.212
39946.24037,-23.95894115,92.22
39946.25078,-24.37420723,92.225
39946.2612,-24.5938576,92.231
39946.27162,-24.59508713,92.244
39946.28203,-24.35817051,92.25
39946.29245,-23.86687116,92.257
39946.30287,-23.10878878,92.267
39946.31328,-22.0756393,92.276
39946.3237,-20.76346231,92.284
39946.33412,-19.1727526,92.293
39946.34453,-17.30851372,92.298
39946.35495,-15.18023314,92.306
39946.36537,-12.80178003,92.311
39946.37578,-10.19122799,92.317
39946.3862,-7.370606608,92.32
39946.39662,-4.365586807,92.322
39946.40703,-1.205106164,92.328
39946.41745,2.07905865,92.329
39946.42787,5.452764376,92.333
39946.43829,8.880010012,92.338
39946.4487,12.32347293,92.343
39946.45912,15.7450629,92.34
39946.46954,19.10648463,92.341
39946.47995,22.36979931,92.342
39946.49037,25.49797614,92.34
39946.50079,28.45542502,92.334
39946.5112,31.20850221,92.337
39946.52162,33.72598129,92.337
39946.53204,35.97948281,92.335
39946.54245,37.94385648,92.34
39946.55287,39.5975109,92.338
39946.56329,40.92268695,92.342
39946.5737,41.90567145,92.345
39946.58412,42.53694935,92.349
39946.59454,42.81129317,92.357
39946.60495,42.7277898,92.359
39946.61537,42.28980538,92.362
39946.62579,41.50489022,92.367
39946.6362,40.3846262,92.373
39946.64662,38.94442019,92.373
39946.65704,37.2032475,92.383
39946.66746,35.18334998,92.391
39946.67787,32.90989406,92.401
39946.68829,30.41059426,92.408
39946.69871,27.71530809,92.415
39946.70912,24.85560857,92.428
39946.71954,21.86434057,92.436
39946.72996,18.77516738,92.449
39946.74037,15.62211386,92.458
39946.75079,12.43911224,92.473
39946.76121,9.259556859,92.487
39946.77162,6.115873328,92.499
39946.78204,3.039107872,92.511
39946.79246,0.05854183,92.52
39946.80287,-2.79866388,92.528
39946.81329,-5.507790055,92.541
39946.82371,-8.046842395,92.548
39946.83412,-10.39679329,92.554
39946.84454,-12.54177932,92.563
39946.85496,-14.46925232,92.567
39946.86537,-16.17008212,92.575
39946.87579,-17.63860993,92.581
39946.88621,-18.87265187,92.583
39946.89662,-19.87345249,92.585
39946.90704,-20.64558914,92.587
39946.91746,-21.19682829,92.587
39946.92788,-21.53793577,92.58
39946.93829,-21.68244343,92.573
39946.94871,-21.64637518,92.568
39946.95913,-21.44793632,92.563
39946.96954,-21.10717033,92.558
39946.97996,-20.64558785,92.548
39946.99038,-20.08577347,92.54
39947.00079,-19.45097588,92.524
39947.01121,-18.76468774,92.514
39947.02163,-18.05022178,92.502
39947.03204,-17.33028993,92.489
39947.04246,-16.62659241,92.476
39947.05288,-15.95942375,92.464
39947.06329,-15.34730265,92.449
39947.07371,-14.8066323,92.433
39947.08413,-14.35139754,92.421
39947.09454,-13.99290467,92.406
39947.10496,-13.73956911,92.398
39947.11538,-13.59675545,92.385
39947.12579,-13.56667348,92.376
39947.13621,-13.64833277,92.363
39947.14663,-13.83755759,92.354
39947.15705,-14.12706235,92.345
39947.16746,-14.50658711,92.335
39947.17788,-14.96309113,92.333
39947.1883,-15.48100135,92.33
39947.19871,-16.04251168,92.325
39947.20913,-16.62792779,92.321
39947.21955,-17.216051,92.314
39947.22996,-17.78459425,92.314
39947.24038,-18.31062231,92.315
39947.2508,-18.77100772,92.315
39947.26121,-19.14289372,92.315
39947.27163,-19.4041553,92.321
39947.28205,-19.53384924,92.325
39947.29246,-19.51264456,92.329
39947.30288,-19.32322501,92.333
39947.3133,-18.95065579,92.336
39947.32371,-18.38270754,92.341
39947.33413,-17.61013159,92.343
39947.34455,-16.62688125,92.344
39947.35496,-15.43027534,92.347
39947.36538,-14.02110111,92.35
39947.3758,-12.40365516,92.356
39947.38621,-10.58572189,92.356
39947.39663,-8.578490732,92.361
39947.40705,-6.396414048,92.364
39947.41747,-4.057009082,92.367
39947.42788,-1.580608205,92.369
39947.4383,1.009937404,92.377
39947.44872,3.689594718,92.381
39947.45913,6.431519909,92.38
39947.46955,9.207456498,92.381
39947.47997,11.98815328,92.381
39947.49038,14.74379457,92.381
39947.5008,17.44443527,92.383
39947.51122,20.06043348,92.383
39947.52163,22.56287352,92.378
39947.53205,24.92397283,92.385
39947.54247,27.11746645,92.386
39947.55288,29.11896363,92.388
39947.5633,30.90627163,92.386
39947.57372,32.45968255,92.388
39947.58413,33.76221974,92.392
39947.59455,34.79984128,92.393
39947.60497,35.56159844,92.394
39947.61538,36.03974827,92.394
39947.6258,36.22981991,92.398
39947.63622,36.13063492,92.399
39947.64664,35.74428278,92.401
39947.65705,35.07605314,92.4
39947.66747,34.13432706,92.402
39947.67789,32.93042987,92.411
39947.6883,31.47844879,92.416
39947.69872,29.79501871,92.418
39947.70914,27.89907978,92.421
39947.71955,25.81161083,92.429
39947.72997,23.55534254,92.434
39947.74039,21.15445443,92.442
39947.7508,18.63426003,92.448
39947.76122,16.02088402,92.457
39947.77164,13.34093557,92.465
39947.78205,10.62118173,92.473
39947.79247,7.88822464,92.482
39947.80289,5.168186143,92.484
39947.8133,2.486403279,92.492
39947.82372,-0.13286214,92.504
39947.83414,-2.666696855,92.507
39947.84455,-5.093789544,92.52
39947.85497,-7.394661679,92.519
39947.86539,-9.551873462,92.53
39947.8758,-11.55020267,92.532
39947.88622,-13.3767945,92.539
39947.89664,-15.02128065,92.541
39947.90706,-16.47586628,92.543
39947.91747,-17.73538357,92.544
39947.92789,-18.79731106,92.543
39947.93831,-19.66175813,92.538
39947.94872,-20.33141446,92.535
39947.95914,-20.81146447,92.531
39947.96956,-21.10946738,92.532
39947.97997,-21.23520396,92.526
39947.99039,-21.2004911,92.52
39948.00081,-21.01896652,92.515
39948.01122,-20.70584579,92.504
39948.02164,-20.27765474,92.497
39948.03206,-19.75194074,92.488
39948.04247,-19.14696682,92.477
39948.05289,-18.48139301,92.467
39948.06331,-17.77394991,92.458
39948.07372,-17.04310958,92.449
39948.08414,-16.30675931,92.436
39948.09456,-15.58188402,92.429
39948.10497,-14.88426292,92.417
39948.11539,-14.22818626,92.409
39948.12581,-13.62619774,92.398
39948.13623,-13.08886768,92.39
39948.14664,-12.62460202,92.379
39948.15706,-12.23949105,92.368
39948.16748,-11.93720186,92.357
39948.17789,-11.71891686,92.347
39948.18831,-11.58332053,92.347
39948.19873,-11.52663514,92.335
39948.20914,-11.54270546,92.331
39948.21956,-11.62313116,92.326
39948.22998,-11.75744484,92.323
39948.24039,-11.93333237,92.319
39948.25081,-12.13689146,92.318
39948.26123,-12.35292339,92.317
39948.27164,-12.56525216,92.316
39948.28206,-12.75706451,92.317
39948.29248,-12.91126419,92.317
39948.30289,-13.01083289,92.32
39948.31331,-13.03919089,92.324
39948.32373,-12.98054978,92.329
39948.33414,-12.82025031,92.33
39948.34456,-12.54507862,92.334
39948.35498,-12.14355455,92.336
39948.36539,-11.6061866,92.332
39948.37581,-10.92568869,92.34
39948.38623,-10.09715488,92.338
39948.39665,-9.118189126,92.342
39948.40706,-7.988988173,92.35
39948.41748,-6.712376607,92.356
39948.4279,-5.293794222,92.361
39948.43831,-3.741236735,92.368
39948.44873,-2.065151835,92.378
39948.45915,-0.278293378,92.378
39948.46956,1.604462734,92.384
39948.47998,3.566336808,92.387
39948.4904,5.588893069,92.388
39948.50081,7.652311755,92.391
39948.51123,9.73568028,92.396
39948.52165,11.81729802,92.396
39948.53206,13.87498925,92.398
39948.54248,15.88641891,92.399
39948.5529,17.82940596,92.407
39948.56331,19.68222967,92.404
39948.57373,21.42392408,92.411
39948.58415,23.0345569,92.409
39948.59456,24.49548897,92.413
39948.60498,25.78961147,92.413
39948.6154,26.90155825,92.415
39948.62582,27.81789116,92.418
39948.63623,28.52725711,92.42
39948.64665,29.02051572,92.421
39948.65707,29.29083698,92.422
39948.66748,29.33376902,92.422
39948.6779,29.1472761,92.421
39948.68832,28.73174751,92.423
39948.69873,28.08997837,92.422
39948.70915,27.22712335,92.426
39948.71957,26.15062496,92.428
39948.72998,24.87011757,92.431
39948.7404,23.39730923,92.434
39948.75082,21.74584266,92.439
39948.76123,19.93113748,92.443
39948.77165,17.97021539,92.448
39948.78207,15.88151015,92.447
39948.79248,13.68466428,92.455
39948.8029,11.40031436,92.458
39948.81332,9.049866676,92.463
39948.82373,6.655265381,92.464
39948.83415,4.238754808,92.474
39948.84457,1.822638147,92.476
39948.85498,-0.570965594,92.483
39948.8654,-2.920364184,92.487
39948.87582,-5.204532103,92.487
39948.88624,-7.403345533,92.495
39948.89665,-9.497809949,92.497
39948.90707,-11.47027782,92.5
39948.91749,-13.30465377,92.503
39948.9279,-14.98658459,92.503
39948.93832,-16.50363118,92.509
39948.94874,-17.84541991,92.509
39948.95915,-19.00377054,92.51
39948.96957,-19.97279809,92.505
39948.97999,-20.74898634,92.505
39948.9904,-21.33123064,92.506
39949.00082,-21.72084819,92.503
39949.01124,-21.92155433,92.498
39949.02165,-21.93940383,92.497
39949.03207,-21.78269663,92.49
39949.04249,-21.46184832,92.488
39949.0529,-20.98922601,92.483
39949.06332,-20.37895124,92.478
39949.07374,-19.64667209,92.472
39949.08415,-18.80930757,92.46
39949.09457,-17.88476776,92.452
39949.10499,-16.8916544,92.449
39949.11541,-15.84894651,92.446
39949.12582,-14.77567681,92.44
39949.13624,-13.69060475,92.432
39949.14666,-12.61189226,92.425
39949.15707,-11.55678872,92.42
39949.16749,-10.54133128,92.412
39949.17791,-9.580066914,92.405
39949.18832,-8.685801938,92.399
39949.19874,-7.869384354,92.39
39949.20916,-7.139523877,92.383
39949.21957,-6.502653547,92.371
39949.22999,-5.962836091,92.367
39949.24041,-5.521717181,92.36
39949.25082,-5.178526697,92.359
39949.26124,-4.930128052,92.355
39949.27166,-4.771114535,92.351
39949.28207,-4.693950583,92.347
39949.29249,-4.689154864,92.342
39949.30291,-4.745521158,92.34
39949.31332,-4.850372169,92.337
39949.32374,-4.989840732,92.34
39949.33416,-5.149172319,92.34
39949.34457,-5.313042368,92.339
39949.35499,-5.465881738,92.344
39949.36541,-5.592203543,92.344
39949.37583,-5.67692473,92.342
39949.38624,-5.705676046,92.342
39949.39666,-5.665094454,92.35
39949.40708,-5.543092617,92.353
39949.41749,-5.329100697,92.363
39949.42791,-5.014276505,92.367
39949.43833,-4.591680787,92.382
39949.44874,-4.056415316,92.387
39949.45916,-3.40572228,92.393
39949.46958,-2.639044301,92.403
39949.47999,-1.758045241,92.409
39949.49041,-0.766592668,92.415
39949.50083,0.329296426,92.419
39949.51124,1.521544507,92.425
39949.52166,2.800134277,92.437
39949.53208,4.153258279,92.448
39949.54249,5.567493917,92.455
39949.55291,7.028000277,92.46
39949.56333,8.51873301,92.465
39949.57374,10.0226735,92.472
39949.58416,11.52206857,92.479
39949.59458,12.99867709,92.48
39949.605,14.43402007,92.488
39949.61541,15.80963081,92.491
39949.62583,17.10730223,92.493
39949.63625,18.30932848,92.491
39949.64666,19.39873832,92.495
39949.65708,20.3595179,92.494
39949.6675,21.17682102,92.489
39949.67791,21.83716495,92.49
39949.68833,22.32861022,92.489
39949.69875,22.64092299,92.487
39949.70916,22.76571868,92.482
39949.71958,22.6965858,92.48
39949.73,22.42918895,92.484
39949.74041,21.96135007,92.483
39949.75083,21.29310722,92.482
39949.76125,20.42675011,92.481
39949.77166,19.36683172,92.48
39949.78208,18.12015562,92.483
39949.7925,16.69573833,92.484
39949.80291,15.10474662,92.478
39949.81333,13.36040945,92.481
39949.82375,11.47790456,92.478
39949.83416,9.47421996,92.482
39949.84458,7.367990783,92.483
